target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid
LyncPa00,Paxton Lynch,4,total_yards_adj,5,40.0,2,3
LyncPa00,Paxton Lynch,4,Pass_ANY/A_adj,5,0.0,0,5
