target_qb_id,target_qb_name,qb_id,qb_name,qb_type,yards_comp_rank,anya_comp_rank,decision_year,years_since_draft,season,draft_year,total_yards_adj,Pass_ANY/A_adj,Pass_TD_adj,Rush_Rushing_Succ%_adj,got_paid,payment_year,is_projected,is_projection_analysis
YounBr01,Bryce Young,TrubMi00,Mitchell Trubisky,comp,41.0,,3,0,2017,2017,2487.444436599084,5.121254417936823,7.322295052118896,43.52242489211385,False,,False,True
YounBr01,Bryce Young,TrubMi00,Mitchell Trubisky,comp,41.0,,3,1,2018,2017,3703.2677768652993,6.669539805450686,24.940963664729672,64.54912640864254,False,,False,True
YounBr01,Bryce Young,TrubMi00,Mitchell Trubisky,comp,41.0,,3,2,2019,2017,3376.025442089123,5.090591276607446,17.551824063258167,47.31153744566024,False,,False,True
YounBr01,Bryce Young,ManuEJ00,EJ Manuel,comp,,25.0,3,0,2013,2013,2223.231852433276,4.9788578666072825,11.817376466738349,49.5988761919583,False,,False,True
YounBr01,Bryce Young,ManuEJ00,EJ Manuel,comp,,25.0,3,1,2014,2013,914.3901118241135,5.652348251243159,5.335492558798269,29.357993856087205,False,,False,True
YounBr01,Bryce Young,ManuEJ00,EJ Manuel,comp,,25.0,3,2,2015,2013,640.3729697258377,4.989251455503188,3.179958487084871,67.86694660418732,False,,False,True
YounBr01,Bryce Young,BortBl00,Blake Bortles,comp,,3.0,3,0,2014,2014,3418.1751708301413,3.8872647720643374,11.738083629356192,73.39498464021801,True,2018.0,False,True
YounBr01,Bryce Young,BortBl00,Blake Bortles,comp,,3.0,3,1,2015,2014,4854.539408897631,6.2009268089825325,37.09951568265684,70.98328598907348,True,2018.0,False,True
YounBr01,Bryce Young,BortBl00,Blake Bortles,comp,,3.0,3,2,2016,2014,4356.973061551508,5.314506543452397,24.2182638777521,60.59605692629891,True,2018.0,False,True
YounBr01,Bryce Young,BradSa00,Sam Bradford,comp,4.0,,3,0,2010,2010,3713.6803157792738,4.865388881109089,19.737516402242647,37.36526634414908,False,,False,True
YounBr01,Bryce Young,BradSa00,Sam Bradford,comp,4.0,,3,1,2011,2010,2268.667710834281,4.609095813069485,6.534119988626667,41.26271997810869,False,,False,True
YounBr01,Bryce Young,BradSa00,Sam Bradford,comp,4.0,,3,2,2012,2010,3952.5135023604903,5.777810381858247,22.713882286494265,40.51744606441259,False,,False,True
YounBr01,Bryce Young,WentCa00,Carson Wentz,comp,45.0,,3,0,2016,2016,4017.734070830331,5.172244418006252,16.847487914957984,54.24141425237992,False,,False,True
YounBr01,Bryce Young,WentCa00,Carson Wentz,comp,45.0,,3,1,2017,2016,3663.4013722137274,7.534835707974373,34.51939095998908,59.25745543003193,False,,False,True
YounBr01,Bryce Young,WentCa00,Carson Wentz,comp,45.0,,3,2,2018,2016,3218.5096183678384,6.973160737413539,21.823343206638462,48.41184480648191,False,,False,True
YounBr01,Bryce Young,YounBr01,Bryce Young,target,,,3,0,2023,2023,3138.3711780111616,3.68732907731762,11.06960500963392,65.0658582665998,False,,False,True
YounBr01,Bryce Young,YounBr01,Bryce Young,target,,,3,1,2024,2023,2652.0,5.11,15.0,53.5,False,,False,True
YounBr01,Bryce Young,GrosRe00,Rex Grossman,comp,,14.0,3,0,2003,2003,461.871570718352,5.363891004148434,2.304271533139479,0.0,False,,False,True
YounBr01,Bryce Young,GrosRe00,Rex Grossman,comp,,14.0,3,1,2004,2003,691.9116006252196,5.49858394533133,1.143849082899878,77.51236260670265,False,,False,True
YounBr01,Bryce Young,GrosRe00,Rex Grossman,comp,,14.0,3,2,2005,2003,272.82684090437664,4.676612903225806,1.1356807511737106,,False,,False,True
YounBr01,Bryce Young,JoneDa05,Daniel Jones,comp,18.0,,3,0,2019,2019,3350.687514724299,5.434004180188107,24.77904573636447,72.04747825629083,True,2023.0,False,True
YounBr01,Bryce Young,JoneDa05,Daniel Jones,comp,18.0,,3,1,2020,2019,3402.3006963306816,4.95943021819679,11.283807610757725,47.41539684412443,True,2023.0,False,True
YounBr01,Bryce Young,JoneDa05,Daniel Jones,comp,18.0,,3,2,2021,2019,2747.989665361529,5.653712610934591,10.192265046347638,50.655854794272805,True,2023.0,False,True
YounBr01,Bryce Young,RamsPa00,Patrick Ramsey,comp,,32.0,3,0,2002,2002,1633.8793157847217,5.2390954130007685,10.444890538595558,34.302260205939184,False,,False,True
YounBr01,Bryce Young,RamsPa00,Patrick Ramsey,comp,,32.0,3,1,2003,2002,2360.2060999093765,5.217792805591862,16.129900731976356,38.79295334021012,False,,False,True
YounBr01,Bryce Young,RamsPa00,Patrick Ramsey,comp,,32.0,3,2,2004,2002,1778.899443439496,4.353045623387302,11.43849082899878,14.222451854440854,False,,False,True
