target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid,is_projection
YounBr01,Bryce Young,4,total_yards_adj,10,40.0,4,6,False
YounBr01,Bryce Young,4,Pass_ANY/A_adj,10,30.0,3,7,False
