target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid
RoseJo01,Josh Rosen,3,total_yards_adj,5,0.0,0,5
RoseJo01,Josh Rosen,3,Pass_ANY/A_adj,5,0.0,0,5
