target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid,is_projection
YounVi00,Vince Young,4,total_yards_adj,10,20.0,2,8,False
YounVi00,Vince Young,4,Pass_ANY/A_adj,10,20.0,2,8,False
