year_since_draft,metric_value,metric_percentile,prob_year3_decision,prob_year4_decision,prob_year5_decision,r_channel,g_channel,b_channel,rgb_color_hex
1,2058.7164799734855,39.961759082217974,0.3093714912434058,0.3093714912434058,0.3093714912434058,78,78,78,#4e4e4e
1,2167.0699789194587,40.91778202676864,0.32594623400023837,0.32594623400023837,0.32594623400023837,83,83,83,#535353
1,2275.4234778654313,44.168260038240916,0.3854356956853768,0.3854356956853768,0.3854356956853768,98,98,98,#626262
1,2383.7769768114044,45.506692160611856,0.41108917078628665,0.41108917078628665,0.41108917078628665,104,104,104,#686868
1,2492.1304757573776,47.22753346080306,0.4447768712759641,0.4447768712759641,0.4447768712759641,113,113,113,#717171
1,2600.48397470335,48.18355640535373,0.463734921893618,0.463734921893618,0.463734921893618,118,118,118,#767676
1,2708.8374736493233,48.94837476099426,0.4789798918730105,0.4789798918730105,0.4789798918730105,122,122,122,#7a7a7a
1,2817.190972595296,50.669216061185466,0.5133811252490361,0.5133811252490361,0.5133811252490361,130,130,130,#828282
1,2925.544471541269,52.19885277246654,0.5438640041822204,0.5438640041822204,0.5438640041822204,138,138,138,#8a8a8a
1,3033.897970487242,53.72848948374761,0.5740217890597455,0.5740217890597455,0.5740217890597455,146,146,146,#929292
1,3142.251469433215,55.640535372848944,0.6109346872119038,0.6109346872119038,0.6109346872119038,155,155,155,#9b9b9b
1,3250.604968379188,57.170172084130016,0.6395966141209984,0.6395966141209984,0.6395966141209984,163,163,163,#a3a3a3
1,3358.9584673251607,59.655831739961755,0.6840542140126447,0.6840542140126447,0.6840542140126447,174,174,174,#aeaeae
1,3467.3119662711338,61.5678776290631,0.7161472552587851,0.7161472552587851,0.7161472552587851,182,182,182,#b6b6b6
1,3575.665465217107,63.2887189292543,0.7432820391964435,0.7432820391964435,0.7432820391964435,189,189,189,#bdbdbd
1,3684.0189641630795,65.20076481835564,0.7713696485398895,0.7713696485398895,0.7713696485398895,196,196,196,#c4c4c4
1,3792.3724631090527,67.11281070745697,0.7972225587935773,0.7972225587935773,0.7972225587935773,203,203,203,#cbcbcb
1,3900.7259620550253,69.98087954110899,0.8318044887175414,0.8318044887175414,0.8318044887175414,212,212,212,#d4d4d4
1,4009.0794610009984,73.23135755258126,0.8651230190039453,0.8651230190039453,0.8651230190039453,220,220,220,#dcdcdc
1,4117.432959946971,76.8642447418738,0.8955883464475942,0.8955883464475942,0.8955883464475942,228,228,228,#e4e4e4
1,4225.786458892944,78.77629063097514,0.9090510795450434,0.9090510795450434,0.9090510795450434,231,231,231,#e7e7e7
1,4334.139957838917,82.02676864244742,0.9283849682984531,0.9283849682984531,0.9283849682984531,236,236,236,#ececec
1,4442.49345678489,85.08604206500956,0.9430466567516352,0.9430466567516352,0.9430466567516352,240,240,240,#f0f0f0
1,4550.846955730863,87.76290630975143,0.9535153115204316,0.9535153115204316,0.9535153115204316,243,243,243,#f3f3f3
1,4659.200454676836,89.67495219885276,0.9598438949102632,0.9598438949102632,0.9598438949102632,244,244,244,#f4f4f4
1,4767.553953622809,92.1606118546845,0.9668451375235346,0.9668451375235346,0.9668451375235346,246,246,246,#f6f6f6
1,4875.907452568782,94.45506692160612,0.9722507613875682,0.9722507613875682,0.9722507613875682,247,247,247,#f7f7f7
1,4984.260951514755,96.36711281070745,0.9760925906735946,0.9760925906735946,0.9760925906735946,248,248,248,#f8f8f8
1,5092.614450460727,96.94072657743786,0.9771403763150786,0.9771403763150786,0.9771403763150786,249,249,249,#f9f9f9
1,5200.9679494067,98.27915869980879,0.9794137882040624,0.9794137882040624,0.9794137882040624,249,249,249,#f9f9f9
1,5309.3214483526735,98.8527724665392,0.9803189512209942,0.9803189512209942,0.9803189512209942,249,249,249,#f9f9f9
