season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2012,24,MIA,NFL,QB,16.0,16.0,7-9-0,282.0,484.0,58.3,3294.0,12.0,2.5,13.0,2.7,151.0,42.0,80.0,6.8,6.09,11.7,205.9,76.1,48.4,35.0,234.0,6.74,5.9,5.23,1.0,1.0,10.0,,24,MIA,NFL,QB,16.0,16.0,49.0,211.0,2.0,16.0,42.9,31.0,4.3,13.2,3.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,49.0,4.3,211.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,3505.0
2013,25,MIA,NFL,QB,16.0,16.0,8-8-0,355.0,588.0,60.4,3913.0,24.0,4.1,17.0,2.9,204.0,44.1,67.0,6.7,6.17,11.0,244.6,81.7,48.4,58.0,399.0,8.98,5.44,5.0,4.0,3.0,11.0,,25,MIA,NFL,QB,16.0,16.0,40.0,238.0,1.0,12.0,47.5,48.0,6.0,14.9,2.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,40.0,6.0,238.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,4151.0
2014,26,MIA,NFL,QB,16.0,16.0,8-8-0,392.0,590.0,66.4,4045.0,27.0,4.6,12.0,2.0,225.0,47.3,50.0,6.9,6.86,10.3,252.8,92.8,60.5,46.0,337.0,7.23,5.83,5.83,2.0,1.0,14.0,,26,MIA,NFL,QB,16.0,16.0,56.0,311.0,1.0,18.0,55.4,40.0,5.6,19.4,3.5,1.0,1.0,-4.0,-4.0,0.0,0.0,0.0,,0.1,-0.3,100.0,-4.0,57.0,5.4,307.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,4356.0
2015,27,MIA,NFL,QB,16.0,16.0,6-10-0,363.0,586.0,61.9,4208.0,24.0,4.1,12.0,2.0,195.0,42.0,54.0,7.2,7.08,11.6,263.0,88.7,45.6,45.0,420.0,7.13,6.0,5.91,2.0,2.0,10.0,,27,MIA,NFL,QB,16.0,16.0,32.0,141.0,1.0,8.0,37.5,28.0,4.4,8.8,2.0,1.0,1.0,9.0,9.0,0.0,1.0,100.0,9.0,0.1,0.6,100.0,9.0,33.0,4.5,150.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,4349.0
2016,28,MIA,NFL,QB,13.0,13.0,8-5-0,261.0,389.0,67.1,2995.0,19.0,4.9,12.0,3.1,134.0,45.9,74.0,7.7,7.29,11.5,230.4,93.5,48.6,29.0,216.0,6.94,6.65,6.27,3.0,3.0,10.0,,28,MIA,NFL,QB,13.0,13.0,39.0,164.0,1.0,11.0,48.7,18.0,4.2,12.6,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,39.0,4.2,164.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,3159.0
2018,30,MIA,NFL,QB,11.0,11.0,5-6-0,176.0,274.0,64.2,1979.0,17.0,6.2,9.0,3.3,92.0,42.1,75.0,7.2,6.99,11.2,179.9,92.7,33.2,35.0,279.0,11.33,5.5,5.29,3.0,3.0,6.0,,30,MIA,NFL,QB,11.0,11.0,32.0,145.0,0.0,9.0,40.6,20.0,4.5,13.2,2.9,1.0,1.0,3.0,3.0,1.0,1.0,100.0,3.0,0.1,0.3,100.0,3.0,33.0,4.5,148.0,1.0,5.0,,30,MIA,NFL,QB,11.0,11.0,176.0,274.0,2233.0,8.1,908.0,5.2,3.3,1071.0,6.1,0.0,9.0,1.0,11.0,4.2,41.0,15.5,,,2.4,97.0,30.0,32.0,97.0,30.7,7.0,10.1,,,,,,,,,,Ryan Tannehill,TannRy00,2012,MIA,2124.0
2019,31,TEN,NFL,QB,12.0,10.0,7-3-0,201.0,286.0,70.3,2742.0,22.0,7.7,6.0,2.1,126.0,51.4,91.0,9.6,10.18,13.6,228.5,117.5,64.2,31.0,212.0,9.78,7.98,8.52,2.0,3.0,11.0,"PB,AP CPoY-1",31,TEN,NFL,QB,12.0,10.0,43.0,185.0,4.0,14.0,46.5,25.0,4.3,15.4,3.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,43.0,4.3,185.0,4.0,5.0,"PB,AP CPoY-1",31,TEN,NFL,QB,12.0,10.0,201.0,286.0,2715.0,9.5,1494.0,7.4,5.2,1248.0,6.2,6.0,5.0,3.0,9.0,3.2,35.0,12.6,225.0,80.9,2.6,104.0,25.0,24.0,80.0,24.1,15.0,11.0,7.0,90.0,5.0,85.0,2.0,5.0,74.0,1095.0,"PB,AP CPoY-1",Ryan Tannehill,TannRy00,2012,MIA,2927.0
2020,32,TEN,NFL,QB,16.0,16.0,11-5-0,315.0,481.0,65.5,3819.0,33.0,6.9,7.0,1.5,202.0,52.1,75.0,7.9,8.66,12.1,238.7,106.5,72.6,24.0,173.0,4.75,7.22,7.9,5.0,6.0,16.0,,32,TEN,NFL,QB,16.0,16.0,43.0,266.0,7.0,22.0,67.4,45.0,6.2,16.6,2.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,100.0,0.0,44.0,6.0,266.0,7.0,6.0,,32,TEN,NFL,QB,16.0,16.0,315.0,481.0,4029.0,8.4,2295.0,7.3,4.8,1524.0,4.8,8.0,19.0,0.0,20.0,4.3,63.0,13.6,357.0,77.3,2.5,161.0,36.0,61.0,121.0,23.0,20.0,7.4,17.0,153.0,9.0,54.0,8.0,99.0,158.0,1541.0,,Ryan Tannehill,TannRy00,2012,MIA,4085.0
2021,33,TEN,NFL,QB,17.0,17.0,12-5-0,357.0,531.0,67.2,3734.0,21.0,4.0,14.0,2.6,192.0,46.2,57.0,7.0,6.64,10.5,219.6,89.6,61.8,47.0,327.0,8.13,5.89,5.53,3.0,4.0,13.0,,33,TEN,NFL,QB,17.0,17.0,55.0,270.0,7.0,33.0,65.5,28.0,4.9,15.9,3.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,55.0,4.9,270.0,7.0,10.0,,33,TEN,NFL,QB,17.0,17.0,357.0,531.0,3959.0,7.5,1958.0,5.5,3.7,1776.0,5.0,10.0,9.0,1.0,23.0,4.4,83.0,15.9,411.0,78.9,2.3,166.0,31.0,64.0,142.0,23.8,19.0,10.5,34.0,311.0,22.0,224.0,12.0,87.0,132.0,1114.0,,Ryan Tannehill,TannRy00,2012,MIA,4004.0
2022,34,TEN,NFL,QB,12.0,12.0,6-6-0,212.0,325.0,65.2,2536.0,13.0,4.0,6.0,1.8,116.0,45.3,69.0,7.8,7.77,12.0,211.3,94.6,51.2,33.0,238.0,9.22,6.42,6.39,0.0,0.0,8.0,,34,TEN,NFL,QB,12.0,12.0,34.0,98.0,2.0,12.0,44.1,17.0,2.9,8.2,2.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,34.0,2.9,98.0,2.0,3.0,,34,TEN,NFL,QB,12.0,12.0,212.0,325.0,2518.0,7.7,1363.0,6.4,4.2,1173.0,5.5,11.0,7.0,1.0,20.0,6.3,38.0,12.0,235.0,74.1,2.5,105.0,22.0,35.0,90.0,24.3,13.0,7.2,28.0,198.0,25.0,172.0,2.0,26.0,84.0,1052.0,,Ryan Tannehill,TannRy00,2012,MIA,2634.0
