season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 30_level_0_Fmb,Rush_Unnamed: 31_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2012,22,WAS,NFL,QB,15.0,15.0,9-6-0,258.0,393.0,65.6,3200.0,20.0,5.1,5.0,1.3,151.0,45.6,88.0,8.1,8.59,12.4,213.3,102.4,69.4,30.0,217.0,7.09,7.05,7.47,3.0,2.0,18.0,"PB,AP ORoY-1",22,WAS,NFL,QB,15.0,15.0,120.0,815.0,7.0,45.0,56.7,76.0,6.8,54.3,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,6.8,815.0,7.0,12.0,"PB,AP ORoY-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Griffin III,GrifRo01,2012,WAS,4015.0
2013,23,WAS,NFL,QB,13.0,13.0,3-10-0,274.0,456.0,60.1,3203.0,16.0,3.5,12.0,2.6,159.0,44.3,62.0,7.0,6.54,11.7,246.4,82.2,50.4,38.0,274.0,7.69,5.93,5.48,1.0,2.0,9.0,,23,WAS,NFL,QB,13.0,13.0,86.0,489.0,0.0,26.0,53.5,26.0,5.7,37.6,6.6,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,86.0,5.7,489.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Griffin III,GrifRo01,2012,WAS,3692.0
2014,24,WAS,NFL,QB,9.0,7.0,2-5-0,147.0,214.0,68.7,1694.0,4.0,1.9,6.0,2.8,70.0,41.3,69.0,7.9,7.03,11.5,188.2,86.9,28.7,33.0,227.0,13.36,5.94,5.17,0.0,1.0,5.0,,24,WAS,NFL,QB,9.0,7.0,38.0,176.0,1.0,10.0,42.1,23.0,4.6,19.6,4.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,38.0,4.6,176.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Griffin III,GrifRo01,2012,WAS,1870.0
2016,26,CLE,NFL,QB,5.0,5.0,1-4-0,87.0,147.0,59.2,886.0,2.0,1.4,3.0,2.0,43.0,37.3,58.0,6.0,5.38,10.2,177.2,72.5,39.1,22.0,138.0,13.02,4.43,3.86,0.0,0.0,3.0,,26,CLE,NFL,QB,5.0,5.0,31.0,190.0,2.0,10.0,54.8,20.0,6.1,38.0,6.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,31.0,6.1,190.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Griffin III,GrifRo01,2012,WAS,1076.0
2018,28,BAL,NFL,QB,3.0,0.0,,2.0,6.0,33.3,21.0,0.0,0.0,0.0,0.0,1.0,33.3,14.0,3.5,3.5,10.5,7.0,44.4,2.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,28,BAL,NFL,QB,3.0,0.0,2.0,6.0,72.0,12.0,-5.0,-2.5,-0.8,26.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,,,2.3,4.0,1.0,0.0,1.0,16.7,0.0,,,,,,,,,,,Robert Griffin III,GrifRo01,2012,WAS,21.0
2019,29,BAL,NFL,QB,7.0,1.0,1-0-0,23.0,38.0,60.5,225.0,1.0,2.6,2.0,5.3,10.0,46.5,39.0,5.9,4.08,9.8,32.1,64.0,54.9,5.0,19.0,11.63,4.79,3.16,0.0,0.0,2.0,,29,BAL,NFL,QB,7.0,1.0,20.0,70.0,0.0,5.0,40.0,16.0,3.5,10.0,2.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,3.5,70.0,0.0,0.0,,29,BAL,NFL,QB,7.0,1.0,23.0,38.0,282.0,7.4,141.0,6.1,3.7,84.0,3.7,2.0,1.0,0.0,0.0,0.0,6.0,16.2,27.0,73.0,2.5,24.0,0.0,4.0,9.0,20.5,1.0,16.0,15.0,69.0,8.0,42.0,6.0,27.0,10.0,42.0,,Robert Griffin III,GrifRo01,2012,WAS,295.0
2020,30,BAL,NFL,QB,4.0,1.0,0-1-0,8.0,14.0,57.1,42.0,0.0,0.0,2.0,14.3,1.0,23.5,9.0,3.0,-3.43,5.3,10.5,22.6,20.2,3.0,20.0,17.65,1.29,-4.0,0.0,0.0,1.0,,30,BAL,NFL,QB,4.0,1.0,12.0,69.0,0.0,4.0,41.7,39.0,5.8,17.3,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,5.8,69.0,0.0,1.0,,30,BAL,NFL,QB,4.0,1.0,8.0,14.0,123.0,8.8,8.0,1.0,0.6,34.0,4.3,0.0,0.0,0.0,0.0,0.0,4.0,28.6,8.0,57.1,2.1,7.0,0.0,3.0,6.0,35.3,0.0,,4.0,48.0,0.0,0.0,4.0,48.0,4.0,8.0,,Robert Griffin III,GrifRo01,2012,WAS,111.0
