season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2002,24,DET,NFL,QB,14.0,12.0,3-9-0,215.0,429.0,50.1,2294.0,12.0,2.8,16.0,3.7,111.0,36.4,64.0,5.3,4.23,10.7,163.9,59.9,,8.0,75.0,1.83,5.08,3.98,2.0,2.0,4.0,,24,DET,NFL,QB,14.0,12.0,7.0,4.0,0.0,0.0,14.3,6.0,0.6,0.3,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,7.0,0.6,4.0,0.0,2.0,,Joey Harrington,HarrJo00,2002,DET,2298.0
2003,25,DET,NFL,QB,16.0,16.0,5-11-0,309.0,554.0,55.8,2880.0,17.0,3.1,22.0,4.0,149.0,38.4,72.0,5.2,4.03,9.3,180.0,63.9,,9.0,55.0,1.6,5.02,3.86,2.0,2.0,6.0,,25,DET,NFL,QB,16.0,16.0,30.0,86.0,0.0,7.0,33.3,26.0,2.9,5.4,1.9,1.0,1.0,8.0,8.0,0.0,0.0,100.0,8.0,0.1,0.5,100.0,8.0,31.0,3.0,94.0,0.0,6.0,,Joey Harrington,HarrJo00,2002,DET,2966.0
2004,26,DET,NFL,QB,16.0,16.0,6-10-0,274.0,489.0,56.0,3047.0,19.0,3.9,12.0,2.5,141.0,39.6,62.0,6.2,5.9,11.1,190.4,77.5,,36.0,196.0,6.86,5.43,5.13,1.0,1.0,10.0,,26,DET,NFL,QB,16.0,16.0,48.0,175.0,0.0,13.0,31.3,17.0,3.6,10.9,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,48.0,3.6,175.0,0.0,6.0,,Joey Harrington,HarrJo00,2002,DET,3222.0
2005,27,DET,NFL,QB,12.0,11.0,4-7-0,188.0,330.0,57.0,2021.0,12.0,3.6,12.0,3.6,100.0,39.0,86.0,6.1,5.22,10.8,168.4,72.0,,24.0,136.0,6.78,5.32,4.48,1.0,1.0,5.0,,27,DET,NFL,QB,12.0,11.0,24.0,80.0,0.0,3.0,29.2,15.0,3.3,6.7,2.0,1.0,1.0,-4.0,-4.0,0.0,0.0,0.0,-4.0,0.1,-0.3,100.0,-4.0,25.0,3.0,76.0,0.0,7.0,,Joey Harrington,HarrJo00,2002,DET,2101.0
2006,28,MIA,NFL,QB,11.0,11.0,5-6-0,223.0,388.0,57.5,2236.0,12.0,3.1,15.0,3.9,115.0,41.9,48.0,5.8,4.64,10.0,203.3,68.2,51.0,15.0,116.0,3.72,5.26,4.18,0.0,0.0,3.0,,28,MIA,NFL,QB,11.0,11.0,19.0,24.0,0.0,6.0,36.8,7.0,1.3,2.2,1.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,19.0,1.3,24.0,0.0,4.0,,Joey Harrington,HarrJo00,2002,DET,2260.0
2007,29,ATL,NFL,QB,12.0,10.0,3-7-0,215.0,348.0,61.8,2215.0,7.0,2.0,8.0,2.3,101.0,41.1,69.0,6.4,5.73,10.3,184.6,77.2,43.3,32.0,192.0,8.42,5.32,4.74,0.0,1.0,6.0,,29,ATL,NFL,QB,12.0,10.0,14.0,33.0,0.0,2.0,28.6,13.0,2.4,2.8,1.2,1.0,1.0,4.0,4.0,0.0,0.0,100.0,4.0,0.1,0.3,100.0,4.0,15.0,2.5,37.0,0.0,0.0,,Joey Harrington,HarrJo00,2002,DET,2248.0
