season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2018,21,ARI,NFL,QB,14.0,13.0,3-10-0,217.0,393.0,55.2,2278.0,11.0,2.8,14.0,3.6,112.0,36.3,75.0,5.8,4.75,10.5,162.7,66.7,24.1,45.0,320.0,10.27,4.47,3.53,1.0,2.0,2.0,,21,ARI,NFL,QB,14.0,13.0,23.0,138.0,0.0,8.0,39.1,33.0,6.0,9.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,138.0,0.0,10.0,,21,ARI,NFL,QB,14.0,13.0,217.0,393.0,3262.0,8.3,1301.0,6.0,3.3,977.0,4.5,0.0,22.0,1.0,21.0,5.7,76.0,20.5,,,2.3,106.0,39.0,38.0,122.0,27.0,14.0,10.4,,,,,,,,,,Josh Rosen,RoseJo01,2018,ARI,2416.0
2019,22,MIA,NFL,QB,6.0,3.0,0-3-0,58.0,109.0,53.2,567.0,1.0,0.9,5.0,4.6,26.0,35.2,40.0,5.2,3.32,9.8,94.5,52.0,19.7,16.0,93.0,12.8,3.79,2.15,0.0,0.0,1.0,,22,MIA,NFL,QB,6.0,3.0,3.0,13.0,0.0,0.0,66.7,6.0,4.3,2.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3,13.0,0.0,1.0,,22,MIA,NFL,QB,6.0,3.0,58.0,109.0,901.0,8.3,250.0,4.3,2.3,317.0,5.5,7.0,1.0,0.0,8.0,7.4,24.0,22.2,73.0,67.6,2.4,28.0,16.0,15.0,47.0,36.7,3.0,4.3,11.0,26.0,10.0,26.0,0.0,0.0,15.0,40.0,,Josh Rosen,RoseJo01,2018,ARI,580.0
2021,24,ATL,NFL,QB,4.0,0.0,,2.0,11.0,18.2,19.0,0.0,0.0,2.0,18.2,1.0,18.2,14.0,1.7,-6.45,9.5,4.8,0.0,0.2,0.0,0.0,0.0,1.73,-6.45,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,24,ATL,NFL,QB,4.0,0.0,2.0,11.0,121.0,11.0,8.0,4.0,0.7,11.0,5.5,0.0,1.0,0.0,2.0,20.0,4.0,40.0,3.0,30.0,2.7,3.0,3.0,0.0,3.0,27.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,,Josh Rosen,RoseJo01,2018,ARI,19.0
