season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2016,22,DEN,NFL,QB,3,2,1-1-0,49,83,59.0,497,2,2.4,1,1.2,25,41.3,31,6.0,5.93,10.1,165.7,79.2,24.1,9,42,9.78,4.95,4.89,0,0,1,,22,DEN,NFL,QB,3,2,11,25,0,1,18.2,10,2.3,8.3,3.7,0,0,0,0,0,0.0,0.0,11,2.3,25,0,2,,Paxton Lynch,LyncPa00,2016,DEN,522
2017,23,DEN,NFL,QB,2,2,0-2-0,30,45,66.7,295,2,4.4,3,6.7,15,40.7,30,6.6,4.44,9.8,147.5,72.0,26.0,9,51,16.67,4.52,2.76,0,0,1,,23,DEN,NFL,QB,2,2,5,30,0,2,60.0,11,6.0,15.0,2.5,0,0,0,0,0,0.0,0.0,5,6.0,30,0,2,,Paxton Lynch,LyncPa00,2016,DEN,325
