season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2017,23,CHI,NFL,QB,12.0,12.0,4-8-0,196.0,330.0,59.4,2193.0,7.0,2.1,7.0,2.1,100.0,35.5,70.0,6.6,6.12,11.2,182.8,77.5,33.3,31.0,196.0,8.59,5.53,5.05,0.0,1.0,8.0,,23,CHI,NFL,QB,12.0,12.0,41.0,248.0,2.0,14.0,39.0,46.0,6.0,20.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,248.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitchell Trubisky,TrubMi00,2017,CHI,2441.0
2018,24,CHI,NFL,QB,14.0,14.0,11-3-0,289.0,434.0,66.6,3223.0,24.0,5.5,12.0,2.8,151.0,48.9,70.0,7.4,7.29,11.2,230.2,95.4,71.0,24.0,143.0,5.24,6.72,6.59,1.0,2.0,13.0,PB,24,CHI,NFL,QB,14.0,14.0,68.0,421.0,3.0,29.0,58.8,39.0,6.2,30.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,6.2,421.0,3.0,6.0,PB,24,CHI,NFL,QB,14.0,14.0,289.0,434.0,3836.0,8.8,1809.0,6.3,4.2,1414.0,4.9,0.0,10.0,1.0,11.0,2.6,78.0,18.4,,,2.4,120.0,59.0,18.0,101.0,20.4,36.0,8.9,,,,,,,,,PB,Mitchell Trubisky,TrubMi00,2017,CHI,3644.0
2019,25,CHI,NFL,QB,15.0,15.0,8-7-0,326.0,516.0,63.2,3138.0,17.0,3.3,10.0,1.9,156.0,43.3,53.0,6.1,5.87,9.6,209.2,83.0,41.5,38.0,234.0,6.86,5.24,5.04,3.0,3.0,8.0,,25,CHI,NFL,QB,15.0,15.0,48.0,193.0,2.0,12.0,43.8,23.0,4.0,12.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,193.0,2.0,5.0,,25,CHI,NFL,QB,15.0,15.0,326.0,516.0,4108.0,8.0,1729.0,5.3,3.4,1409.0,4.3,8.0,7.0,3.0,28.0,5.5,93.0,18.4,377.0,74.5,2.3,140.0,56.0,32.0,126.0,21.9,22.0,5.5,40.0,203.0,26.0,132.0,14.0,71.0,86.0,692.0,,Mitchell Trubisky,TrubMi00,2017,CHI,3331.0
2020,26,CHI,NFL,QB,10.0,9.0,6-3-0,199.0,297.0,67.0,2055.0,16.0,5.4,8.0,2.7,124.0,53.7,53.0,6.9,6.78,10.3,205.5,93.5,53.8,18.0,125.0,5.71,6.13,6.0,1.0,1.0,7.0,,26,CHI,NFL,QB,10.0,9.0,33.0,195.0,1.0,12.0,63.6,45.0,5.9,19.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.9,195.0,1.0,6.0,,26,CHI,NFL,QB,10.0,9.0,199.0,297.0,2329.0,7.8,1052.0,5.3,3.5,1003.0,5.0,1.0,4.0,0.0,9.0,3.1,53.0,18.1,222.0,75.8,2.3,80.0,25.0,21.0,64.0,19.3,17.0,9.8,31.0,213.0,25.0,200.0,6.0,13.0,96.0,798.0,,Mitchell Trubisky,TrubMi00,2017,CHI,2250.0
2021,27,BUF,NFL,QB,6.0,0.0,,6.0,8.0,75.0,43.0,0.0,0.0,1.0,12.5,2.0,50.0,15.0,5.4,-0.25,7.2,7.2,47.4,77.7,0.0,0.0,0.0,5.38,-0.25,0.0,0.0,0.0,,27,BUF,NFL,QB,6.0,0.0,13.0,24.0,1.0,3.0,23.1,22.0,1.8,4.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.8,24.0,1.0,0.0,,27,BUF,NFL,QB,6.0,0.0,6.0,8.0,41.0,5.1,26.0,4.3,3.3,17.0,2.8,0.0,0.0,0.0,1.0,12.5,1.0,12.5,7.0,87.5,2.2,1.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,24.0,,Mitchell Trubisky,TrubMi00,2017,CHI,67.0
2022,28,PIT,NFL,QB,7.0,5.0,2-3-0,117.0,180.0,65.0,1252.0,4.0,2.2,5.0,2.8,65.0,45.5,45.0,7.0,6.15,10.7,178.9,81.1,58.5,11.0,68.0,5.76,6.2,5.44,0.0,1.0,4.0,,28,PIT,NFL,QB,7.0,5.0,19.0,38.0,2.0,7.0,52.6,9.0,2.0,5.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,38.0,2.0,0.0,,28,PIT,NFL,QB,7.0,5.0,117.0,180.0,1730.0,9.6,870.0,7.4,4.8,382.0,3.3,4.0,2.0,1.0,7.0,4.0,25.0,14.1,130.0,73.4,2.3,43.0,9.0,10.0,30.0,15.4,4.0,4.5,13.0,103.0,11.0,96.0,2.0,7.0,29.0,287.0,,Mitchell Trubisky,TrubMi00,2017,CHI,1290.0
2023,29,PIT,NFL,QB,5.0,2.0,0-2-0,67.0,107.0,62.6,632.0,4.0,3.7,5.0,4.7,36.0,50.0,26.0,5.9,4.55,9.4,126.4,71.9,34.6,7.0,42.0,6.14,5.18,3.9,0.0,0.0,2.0,,29,PIT,NFL,QB,5.0,2.0,16.0,54.0,2.0,6.0,50.0,15.0,3.4,10.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.4,54.0,2.0,1.0,,29,PIT,NFL,QB,5.0,2.0,67.0,107.0,983.0,9.2,358.0,5.3,3.3,274.0,4.1,1.0,1.0,1.0,5.0,4.8,20.0,19.0,82.0,78.1,2.4,18.0,6.0,8.0,21.0,17.2,8.0,6.3,4.0,24.0,3.0,19.0,1.0,5.0,8.0,37.0,,Mitchell Trubisky,TrubMi00,2017,CHI,686.0
2024,30,BUF,NFL,QB,9.0,0.0,,19.0,26.0,73.1,179.0,2.0,7.7,0.0,0.0,7.0,42.3,69.0,6.9,8.42,9.4,19.9,117.3,61.1,0.0,0.0,0.0,6.88,8.42,0.0,0.0,1.0,,30,BUF,NFL,QB,9.0,0.0,17.0,1.0,0.0,1.0,11.8,8.0,0.1,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.1,1.0,0.0,1.0,,30,BUF,NFL,QB,9.0,0.0,19.0,26.0,144.0,5.5,30.0,1.6,1.2,149.0,7.8,0.0,1.0,0.0,0.0,0.0,4.0,16.0,21.0,84.0,2.2,8.0,2.0,1.0,3.0,11.1,1.0,8.0,4.0,19.0,3.0,15.0,1.0,4.0,4.0,15.0,,Mitchell Trubisky,TrubMi00,2017,CHI,180.0
