season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2021,23,NWE,NFL,QB,17.0,17.0,10-7-0,352.0,521.0,67.6,3801.0,22.0,4.2,13.0,2.5,177.0,49.0,75.0,7.3,7.02,10.8,223.6,92.5,56.9,28.0,241.0,5.1,6.48,6.22,1.0,1.0,14.0,"PB,AP ORoY-2",23,NWE,NFL,QB,17.0,17.0,44.0,129.0,0.0,22.0,52.3,13.0,2.9,7.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.9,129.0,0.0,7.0,"PB,AP ORoY-2",23,NWE,NFL,QB,17.0,17.0,352.0,521.0,4161.0,8.0,2027.0,5.8,3.9,1774.0,5.0,9.0,12.0,1.0,16.0,3.1,90.0,17.7,386.0,76.0,2.4,181.0,29.0,47.0,104.0,18.4,15.0,7.1,33.0,324.0,32.0,324.0,0.0,0.0,104.0,888.0,"PB,AP ORoY-2",Mac Jones,JoneMa05,2021,NWE,3930.0
2022,24,NWE,NFL,QB,14.0,14.0,6-8-0,288.0,442.0,65.2,2997.0,14.0,3.2,11.0,2.5,127.0,41.4,48.0,6.8,6.29,10.4,214.1,84.8,38.4,34.0,231.0,7.14,5.81,5.36,0.0,0.0,8.0,,24,NWE,NFL,QB,14.0,14.0,47.0,102.0,1.0,12.0,34.0,15.0,2.2,7.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.2,102.0,1.0,5.0,,24,NWE,NFL,QB,14.0,14.0,288.0,442.0,3474.0,7.9,1566.0,5.4,3.5,1431.0,5.0,8.0,16.0,2.0,28.0,6.6,57.0,13.4,318.0,75.0,2.2,94.0,34.0,27.0,95.0,19.2,20.0,5.8,21.0,121.0,19.0,121.0,0.0,0.0,80.0,640.0,,Mac Jones,JoneMa05,2021,NWE,3099.0
2023,25,NWE,NFL,QB,11.0,11.0,2-9-0,224.0,345.0,64.9,2120.0,10.0,2.9,12.0,3.5,100.0,43.3,58.0,6.1,5.16,9.5,192.7,77.0,36.7,22.0,127.0,5.99,5.43,4.5,1.0,1.0,3.0,,25,NWE,NFL,QB,11.0,11.0,26.0,96.0,0.0,11.0,57.7,18.0,3.7,8.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.7,96.0,0.0,3.0,,25,NWE,NFL,QB,11.0,11.0,224.0,345.0,2390.0,6.9,905.0,4.0,2.6,1215.0,5.4,8.0,6.0,0.0,16.0,4.7,54.0,15.9,254.0,74.9,2.2,92.0,30.0,24.0,76.0,20.1,11.0,7.3,28.0,143.0,27.0,138.0,1.0,5.0,51.0,393.0,,Mac Jones,JoneMa05,2021,NWE,2216.0
2024,26,JAX,NFL,QB,10.0,7.0,2-5-0,171.0,262.0,65.3,1672.0,8.0,3.1,8.0,3.1,77.0,42.8,62.0,6.4,5.62,9.8,167.2,80.5,39.8,14.0,100.0,5.07,5.7,4.97,1.0,1.0,3.0,,26,JAX,NFL,QB,10.0,7.0,28.0,92.0,1.0,12.0,50.0,13.0,3.3,9.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.3,92.0,1.0,2.0,,26,JAX,NFL,QB,10.0,7.0,171.0,262.0,1869.0,7.1,764.0,4.5,2.9,908.0,5.3,5.0,12.0,0.0,7.0,2.8,45.0,18.0,184.0,73.6,2.3,62.0,9.0,18.0,41.0,14.1,14.0,5.9,27.0,170.0,26.0,170.0,0.0,0.0,33.0,234.0,,Mac Jones,JoneMa05,2021,NWE,1764.0
