season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 30_level_0_Fmb,Rush_Unnamed: 31_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2010,23,DEN,NFL,QB,9.0,3.0,1-2-0,41.0,82.0,50.0,654.0,5.0,6.1,3.0,3.7,31.0,40.9,50.0,8.0,7.55,16.0,72.7,82.1,56.0,6.0,26.0,6.82,7.14,6.74,1.0,1.0,3.0,,23,DEN,NFL,QB,9.0,3.0,43.0,227.0,6.0,12.0,51.2,40.0,5.3,25.2,4.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,43.0,5.3,227.0,6.0,1.0,,Tim Tebow,TeboTi00,2010,DEN,881.0
2011,24,DEN,NFL,QB,14.0,11.0,7-4-0,126.0,271.0,46.5,1729.0,12.0,4.4,6.0,2.2,77.0,33.6,56.0,6.4,6.27,13.7,123.5,72.9,38.6,33.0,225.0,10.86,4.95,4.85,5.0,5.0,8.0,,24,DEN,NFL,QB,14.0,11.0,122.0,660.0,6.0,38.0,42.6,32.0,5.4,47.1,8.7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,122.0,5.4,660.0,6.0,13.0,,Tim Tebow,TeboTi00,2010,DEN,2389.0
2012,25,NYJ,NFL,QB,12.0,2.0,,6.0,8.0,75.0,39.0,0.0,0.0,0.0,0.0,2.0,40.0,23.0,4.9,4.88,6.5,3.3,84.9,25.4,2.0,7.0,20.0,3.2,3.2,0.0,0.0,1.0,,25,NYJ,NFL,QB,12.0,2.0,32.0,102.0,0.0,10.0,40.6,22.0,3.2,8.5,2.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.2,102.0,0.0,0.0,,Tim Tebow,TeboTi00,2010,DEN,141.0
