season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2004,23,BUF,NFL,QB,4.0,0.0,,3.0,5.0,60.0,32.0,0.0,0.0,1.0,20.0,2.0,50.0,17.0,6.4,-2.6,10.7,8.0,39.2,,1.0,0.0,16.67,5.33,-2.17,0.0,0.0,0.0,,23,BUF,NFL,QB,4.0,0.0,2.0,15.0,0.0,1.0,100.0,10.0,7.5,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,15.0,0.0,1.0,,J.P. Losman,LosmJ.00,2004,BUF,47.0
2005,24,BUF,NFL,QB,9.0,8.0,1-7-0,113.0,228.0,49.6,1340.0,8.0,3.5,8.0,3.5,55.0,33.9,58.0,5.9,5.0,11.9,148.9,64.9,,26.0,197.0,10.24,4.5,3.71,0.0,0.0,4.0,,24,BUF,NFL,QB,9.0,8.0,31.0,154.0,0.0,11.0,45.2,30.0,5.0,17.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,154.0,0.0,7.0,,J.P. Losman,LosmJ.00,2004,BUF,1494.0
2006,25,BUF,NFL,QB,16.0,16.0,7-9-0,268.0,429.0,62.5,3051.0,19.0,4.4,14.0,3.3,134.0,42.9,83.0,7.1,6.53,11.4,190.7,84.9,49.5,47.0,332.0,9.87,5.71,5.19,1.0,3.0,10.0,,25,BUF,NFL,QB,16.0,16.0,38.0,140.0,1.0,14.0,47.4,15.0,3.7,8.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.7,140.0,1.0,13.0,,J.P. Losman,LosmJ.00,2004,BUF,3191.0
2007,26,BUF,NFL,QB,8.0,7.0,2-5-0,111.0,175.0,63.4,1204.0,4.0,2.3,6.0,3.4,57.0,44.4,85.0,6.9,5.79,10.8,150.5,76.9,33.1,14.0,103.0,7.41,5.83,4.82,2.0,3.0,4.0,,26,BUF,NFL,QB,8.0,7.0,20.0,110.0,0.0,8.0,50.0,17.0,5.5,13.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.5,110.0,0.0,5.0,,J.P. Losman,LosmJ.00,2004,BUF,1314.0
2008,27,BUF,NFL,QB,5.0,2.0,0-2-0,63.0,104.0,60.6,584.0,2.0,1.9,5.0,4.8,34.0,37.8,87.0,5.6,3.84,9.3,116.8,62.3,30.9,15.0,119.0,12.61,3.91,2.35,0.0,0.0,2.0,,27,BUF,NFL,QB,5.0,2.0,12.0,70.0,2.0,6.0,58.3,17.0,5.8,14.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.8,70.0,2.0,8.0,,J.P. Losman,LosmJ.00,2004,BUF,654.0
2009,28,OAK,NFL,QB,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,J.P. Losman,LosmJ.00,2004,BUF,0.0
2011,30,MIA,NFL,QB,2.0,0.0,,6.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,3.0,20.0,25.0,6.0,6.0,10.0,30.0,77.1,5.3,5.0,38.0,33.33,1.47,1.47,0.0,0.0,0.0,,30,MIA,NFL,QB,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,1.0,,J.P. Losman,LosmJ.00,2004,BUF,61.0
