season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2007,23,CLE,NFL,QB,1.0,0.0,,3.0,8.0,37.5,45.0,0.0,0.0,0.0,0.0,3.0,37.5,18.0,5.6,5.63,15.0,45.0,56.8,59.0,0.0,0.0,0.0,5.63,5.63,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Brady Quinn,QuinBr00,2007,CLE,45.0
2008,24,CLE,NFL,QB,3.0,3.0,1-2-0,45.0,89.0,50.6,518.0,2.0,2.2,2.0,2.2,24.0,37.8,42.0,5.8,5.26,11.5,172.7,66.6,40.5,1.0,9.0,1.11,5.66,5.1,1.0,1.0,1.0,,24,CLE,NFL,QB,3.0,3.0,5.0,21.0,0.0,2.0,40.0,12.0,4.2,7.0,1.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,4.2,21.0,0.0,0.0,,Brady Quinn,QuinBr00,2007,CLE,539.0
2009,25,CLE,NFL,QB,10.0,9.0,2-7-0,136.0,256.0,53.1,1339.0,8.0,3.1,7.0,2.7,72.0,34.9,59.0,5.2,4.63,9.8,133.9,67.2,41.7,19.0,104.0,6.91,4.49,3.93,0.0,1.0,2.0,,25,CLE,NFL,QB,10.0,9.0,20.0,98.0,1.0,10.0,65.0,24.0,4.9,9.8,2.0,1.0,1.0,18.0,18.0,0.0,1.0,100.0,18.0,0.1,1.8,100.0,18.0,21.0,5.5,116.0,1.0,4.0,,Brady Quinn,QuinBr00,2007,CLE,1437.0
2012,28,KAN,NFL,QB,10.0,8.0,1-7-0,112.0,197.0,56.9,1141.0,2.0,1.0,8.0,4.1,49.0,33.9,57.0,5.8,4.17,10.2,114.1,60.1,26.0,21.0,123.0,9.63,4.67,3.2,0.0,0.0,-1.0,,28,KAN,NFL,QB,10.0,8.0,19.0,66.0,0.0,2.0,42.1,12.0,3.5,6.6,1.9,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,3.5,66.0,0.0,1.0,,Brady Quinn,QuinBr00,2007,CLE,1207.0
