season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 30_level_0_Fmb,Rush_Unnamed: 31_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2011,23,TEN,NFL,QB,5,0,,34,66,51.5,542,4,6.1,0,0.0,22,39.4,54,8.2,9.42,15.9,108.4,99.4,64.1,5,37,7.04,7.11,8.24,0,0,2,,23,TEN,NFL,QB,5,0,8,56,1,4,62.5,17,7.0,11.2,1.6,0,0,0,0,0,,0.0,0.0,,,8,7.0,56,1,0,,Jake Locker,LockJa00,2011,TEN,598
2012,24,TEN,NFL,QB,11,11,4-7-0,177,314,56.4,2176,10,3.2,11,3.5,94,38.1,71,6.9,5.99,12.3,197.8,74.0,42.0,25,151,7.37,5.97,5.1,0,1,6,,24,TEN,NFL,QB,11,11,41,291,1,14,48.8,32,7.1,26.5,3.7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,7.1,291,1,4,,Jake Locker,LockJa00,2011,TEN,2467
2013,25,TEN,NFL,QB,7,7,4-3-0,111,183,60.7,1256,8,4.4,4,2.2,58,42.2,66,6.9,6.75,11.3,179.4,86.7,55.2,16,105,8.04,5.78,5.68,1,2,5,,25,TEN,NFL,QB,7,7,24,155,2,10,50.0,39,6.5,22.1,3.4,0,0,0,0,0,,0.0,0.0,,,24,6.5,155,2,3,,Jake Locker,LockJa00,2011,TEN,1411
2014,26,TEN,NFL,QB,7,5,1-4-0,86,146,58.9,993,5,3.4,7,4.8,47,40.0,61,6.8,5.33,11.5,141.9,70.9,45.3,14,85,8.75,5.68,4.33,0,0,3,,26,TEN,NFL,QB,7,5,22,142,1,11,59.1,29,6.5,20.3,3.1,0,0,0,0,0,,0.0,0.0,,,22,6.5,142,1,3,,Jake Locker,LockJa00,2011,TEN,1135
