season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2002,23,WAS,NFL,QB,9.0,5.0,2-3-0,117.0,227.0,51.5,1539.0,9.0,4.0,8.0,3.5,67.0,38.8,62.0,6.8,5.99,13.2,171.0,71.8,,18.0,132.0,7.35,5.74,5.01,0.0,0.0,4.0,,23,WAS,NFL,QB,9.0,5.0,13.0,-1.0,1.0,3.0,23.1,3.0,-0.1,-0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-0.1,-1.0,1.0,9.0,,Patrick Ramsey,RamsPa00,2002,WAS,1538.0
2003,24,WAS,NFL,QB,11.0,11.0,4-7-0,179.0,337.0,53.1,2166.0,14.0,4.2,9.0,2.7,96.0,38.7,64.0,6.4,6.06,12.1,196.9,75.8,,30.0,206.0,8.17,5.34,5.0,0.0,2.0,7.0,,24,WAS,NFL,QB,11.0,11.0,15.0,62.0,1.0,3.0,26.7,24.0,4.1,5.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.1,62.0,1.0,8.0,,Patrick Ramsey,RamsPa00,2002,WAS,2228.0
2004,25,WAS,NFL,QB,9.0,7.0,3-4-0,169.0,272.0,62.1,1665.0,10.0,3.7,11.0,4.0,89.0,42.7,51.0,6.1,5.04,9.9,185.0,74.8,,23.0,137.0,7.8,5.18,4.18,0.0,0.0,2.0,,25,WAS,NFL,QB,9.0,7.0,10.0,19.0,0.0,1.0,10.0,17.0,1.9,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.9,19.0,0.0,6.0,,Patrick Ramsey,RamsPa00,2002,WAS,1684.0
2005,26,WAS,NFL,QB,4.0,1.0,1-0-0,15.0,25.0,60.0,279.0,1.0,4.0,1.0,4.0,12.0,44.8,72.0,11.2,10.16,18.6,69.8,95.2,,4.0,27.0,13.79,8.69,7.83,0.0,0.0,1.0,,26,WAS,NFL,QB,4.0,1.0,7.0,3.0,0.0,0.0,14.3,5.0,0.4,0.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,3.0,0.0,2.0,,Patrick Ramsey,RamsPa00,2002,WAS,282.0
2006,27,NYJ,NFL,QB,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,Patrick Ramsey,RamsPa00,2002,WAS,0.0
2007,28,DEN,NFL,QB,2.0,0.0,,29.0,48.0,60.4,262.0,1.0,2.1,1.0,2.1,12.0,49.0,21.0,5.5,4.94,9.0,131.0,73.4,59.9,3.0,13.0,5.88,4.88,4.39,0.0,0.0,1.0,,28,DEN,NFL,QB,2.0,0.0,2.0,6.0,0.0,2.0,100.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,2.0,,Patrick Ramsey,RamsPa00,2002,WAS,268.0
2008,29,DEN,NFL,QB,1.0,0.0,,2.0,3.0,66.7,19.0,0.0,0.0,0.0,0.0,2.0,50.0,10.0,6.3,6.33,9.5,19.0,84.0,40.9,1.0,5.0,25.0,3.5,3.5,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,Patrick Ramsey,RamsPa00,2002,WAS,19.0
