season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2003,23,CHI,NFL,QB,3.0,3.0,2-1-0,38.0,72.0,52.8,437.0,2.0,2.8,1.0,1.4,22.0,36.8,59.0,6.1,6.0,11.5,145.7,74.8,,4.0,41.0,5.26,5.21,5.14,0.0,1.0,1.0,,23,CHI,NFL,QB,3.0,3.0,3.0,-1.0,0.0,0.0,0.0,,-0.3,-0.3,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,-0.3,-1.0,0.0,3.0,,Rex Grossman,GrosRe00,2003,CHI,436.0
2004,24,CHI,NFL,QB,3.0,3.0,1-2-0,47.0,84.0,56.0,607.0,1.0,1.2,3.0,3.6,29.0,44.9,40.0,7.2,5.86,12.9,202.3,67.9,,5.0,22.0,5.62,6.57,5.28,0.0,0.0,1.0,,24,CHI,NFL,QB,3.0,3.0,11.0,48.0,1.0,4.0,54.5,8.0,4.4,16.0,3.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,11.0,4.4,48.0,1.0,2.0,,Rex Grossman,GrosRe00,2003,CHI,655.0
2005,25,CHI,NFL,QB,2.0,1.0,1-0-0,20.0,39.0,51.3,259.0,1.0,2.6,2.0,5.1,14.0,42.5,54.0,6.6,4.85,13.0,129.5,59.7,,1.0,9.0,2.5,6.25,4.5,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Rex Grossman,GrosRe00,2003,CHI,259.0
2006,26,CHI,NFL,QB,16.0,16.0,13-3-0,262.0,480.0,54.6,3193.0,23.0,4.8,20.0,4.2,151.0,40.3,62.0,6.7,5.74,12.2,199.6,73.9,48.9,21.0,142.0,4.19,6.09,5.21,1.0,2.0,10.0,,26,CHI,NFL,QB,16.0,16.0,24.0,2.0,0.0,4.0,16.7,22.0,0.1,0.1,1.5,1.0,1.0,-4.0,-4.0,0.0,0.0,0.0,-4.0,0.1,-0.3,100.0,-4.0,25.0,-0.1,-2.0,0.0,8.0,,Rex Grossman,GrosRe00,2003,CHI,3195.0
2007,27,CHI,NFL,QB,8.0,7.0,2-5-0,122.0,225.0,54.2,1411.0,4.0,1.8,7.0,3.1,67.0,38.0,59.0,6.3,5.23,11.6,176.4,66.4,27.8,25.0,198.0,10.0,4.85,3.91,2.0,2.0,3.0,,27,CHI,NFL,QB,8.0,7.0,14.0,27.0,0.0,4.0,28.6,12.0,1.9,3.4,1.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,1.9,27.0,0.0,6.0,,Rex Grossman,GrosRe00,2003,CHI,1438.0
2008,28,CHI,NFL,QB,4.0,1.0,0-1-0,32.0,62.0,51.6,257.0,2.0,3.2,2.0,3.2,12.0,34.4,29.0,4.1,3.34,8.0,64.3,59.7,23.6,2.0,8.0,3.13,3.89,3.11,1.0,1.0,1.0,,28,CHI,NFL,QB,4.0,1.0,3.0,4.0,2.0,3.0,100.0,2.0,1.3,1.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,1.3,4.0,2.0,0.0,,Rex Grossman,GrosRe00,2003,CHI,261.0
2009,29,HOU,NFL,QB,1.0,0.0,,3.0,9.0,33.3,33.0,0.0,0.0,1.0,11.1,1.0,33.3,21.0,3.7,-1.33,11.0,33.0,5.6,10.1,0.0,0.0,0.0,3.67,-1.33,0.0,0.0,0.0,,29,HOU,NFL,QB,1.0,0.0,3.0,9.0,0.0,1.0,66.7,8.0,3.0,9.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,9.0,0.0,1.0,,Rex Grossman,GrosRe00,2003,CHI,42.0
2010,30,WAS,NFL,QB,4.0,3.0,1-2-0,74.0,133.0,55.6,884.0,7.0,5.3,4.0,3.0,42.0,43.7,64.0,6.6,6.35,11.9,221.0,81.2,33.0,9.0,77.0,6.34,5.68,5.4,0.0,1.0,2.0,,30,WAS,NFL,QB,4.0,3.0,3.0,6.0,0.0,0.0,33.3,5.0,2.0,1.5,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,2.0,6.0,0.0,4.0,,Rex Grossman,GrosRe00,2003,CHI,890.0
2011,31,WAS,NFL,QB,13.0,13.0,5-8-0,265.0,458.0,57.9,3151.0,16.0,3.5,20.0,4.4,161.0,43.7,51.0,6.9,5.61,11.9,242.4,72.4,41.5,25.0,201.0,5.18,6.11,4.91,2.0,2.0,6.0,,31,WAS,NFL,QB,13.0,13.0,20.0,11.0,1.0,2.0,15.0,6.0,0.6,0.8,1.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,20.0,0.6,11.0,1.0,8.0,,Rex Grossman,GrosRe00,2003,CHI,3162.0
