season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2008,23,BAL,NFL,QB,16.0,16.0,11-5-0,257.0,428.0,60.0,2971.0,14.0,3.3,12.0,2.8,143.0,40.4,70.0,6.9,6.33,11.6,185.7,80.3,47.1,32.0,276.0,6.96,5.86,5.29,1.0,1.0,12.0,,23,BAL,NFL,QB,16.0,16.0,52.0,180.0,2.0,16.0,34.6,38.0,3.5,11.3,3.3,1.0,1.0,43.0,43.0,0.0,1.0,100.0,43.0,0.1,2.7,100.0,43.0,53.0,4.2,223.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3151.0
2009,24,BAL,NFL,QB,16.0,16.0,9-7-0,315.0,499.0,63.1,3613.0,21.0,4.2,12.0,2.4,184.0,46.4,72.0,7.2,7.0,11.5,225.8,88.9,58.5,36.0,218.0,6.73,6.35,6.12,1.0,2.0,13.0,,24,BAL,NFL,QB,16.0,16.0,35.0,56.0,0.0,9.0,31.4,10.0,1.6,3.5,2.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,35.0,1.6,56.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3669.0
2010,25,BAL,NFL,QB,16.0,16.0,12-4-0,306.0,489.0,62.6,3622.0,25.0,5.1,10.0,2.0,174.0,44.0,67.0,7.4,7.51,11.8,226.4,93.6,59.1,40.0,294.0,7.56,6.29,6.39,2.0,4.0,12.0,,25,BAL,NFL,QB,16.0,16.0,43.0,84.0,1.0,10.0,30.2,14.0,2.0,5.3,2.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,43.0,2.0,84.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3706.0
2011,26,BAL,NFL,QB,16.0,16.0,12-4-0,312.0,542.0,57.6,3610.0,20.0,3.7,12.0,2.2,180.0,42.1,74.0,6.7,6.4,11.6,225.6,80.9,63.7,31.0,203.0,5.41,5.95,5.7,2.0,3.0,12.0,,26,BAL,NFL,QB,16.0,16.0,39.0,88.0,1.0,13.0,35.9,33.0,2.3,5.5,2.4,1.0,1.0,-8.0,-8.0,0.0,0.0,0.0,-8.0,0.1,-0.5,100.0,-8.0,40.0,2.0,80.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3698.0
2012,27,BAL,NFL,QB,16.0,16.0,10-6-0,317.0,531.0,59.7,3817.0,22.0,4.1,10.0,1.9,178.0,43.1,61.0,7.2,7.17,12.0,238.6,87.7,51.1,35.0,227.0,6.18,6.34,6.33,3.0,3.0,13.0,,27,BAL,NFL,QB,16.0,16.0,32.0,22.0,3.0,11.0,34.4,16.0,0.7,1.4,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,32.0,0.7,22.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3839.0
2013,28,BAL,NFL,QB,16.0,16.0,8-8-0,362.0,614.0,59.0,3912.0,19.0,3.1,22.0,3.6,191.0,38.5,74.0,6.4,5.38,10.8,244.5,73.1,48.0,48.0,324.0,7.25,5.42,4.5,2.0,4.0,8.0,,28,BAL,NFL,QB,16.0,16.0,27.0,131.0,1.0,12.0,59.3,22.0,4.9,8.2,1.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,27.0,4.9,131.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,4043.0
2014,29,BAL,NFL,QB,16.0,16.0,10-6-0,344.0,554.0,62.1,3986.0,27.0,4.9,12.0,2.2,194.0,47.8,80.0,7.2,7.19,11.6,249.1,91.0,68.6,19.0,167.0,3.32,6.66,6.66,2.0,2.0,13.0,,29,BAL,NFL,QB,16.0,16.0,39.0,70.0,2.0,17.0,43.6,15.0,1.8,4.4,2.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,39.0,1.8,70.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,4056.0
2015,30,BAL,NFL,QB,10.0,10.0,3-7-0,266.0,413.0,64.4,2791.0,14.0,3.4,12.0,2.9,125.0,45.7,50.0,6.8,6.13,10.5,279.1,83.1,50.8,16.0,124.0,3.73,6.22,5.61,3.0,3.0,5.0,,30,BAL,NFL,QB,10.0,10.0,13.0,23.0,3.0,6.0,53.8,16.0,1.8,2.3,1.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,13.0,1.8,23.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,2814.0
2016,31,BAL,NFL,QB,16.0,16.0,8-8-0,436.0,672.0,64.9,4317.0,20.0,3.0,15.0,2.2,204.0,43.0,95.0,6.4,6.01,9.9,269.8,83.5,52.5,33.0,243.0,4.68,5.78,5.39,2.0,2.0,9.0,,31,BAL,NFL,QB,16.0,16.0,21.0,58.0,2.0,6.0,33.3,16.0,2.8,3.6,1.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,21.0,2.8,58.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,4375.0
2017,32,BAL,NFL,QB,16.0,16.0,9-7-0,352.0,549.0,64.1,3141.0,18.0,3.3,13.0,2.4,163.0,40.6,66.0,5.7,5.31,8.9,196.3,80.4,47.1,27.0,205.0,4.69,5.1,4.71,0.0,0.0,9.0,,32,BAL,NFL,QB,16.0,16.0,25.0,54.0,1.0,4.0,20.0,25.0,2.2,3.4,1.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,25.0,2.2,54.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Flacco,FlacJo00,2008,BAL,3195.0
