season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2003,23,JAX,NFL,QB,15.0,13.0,5-8-0,239.0,418.0,57.2,2819.0,14.0,3.3,16.0,3.8,134.0,43.5,84.0,6.7,5.69,11.8,187.9,73.0,,19.0,90.0,4.35,6.24,5.24,1.0,2.0,9.0,,23,JAX,NFL,QB,15.0,13.0,25.0,108.0,2.0,10.0,44.0,18.0,4.3,7.2,1.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,25.0,4.3,108.0,2.0,11.0,,Byron Leftwich,LeftBy00,2003,JAX,2927.0
2004,24,JAX,NFL,QB,14.0,14.0,8-6-0,267.0,441.0,60.5,2941.0,15.0,3.4,10.0,2.3,141.0,42.9,65.0,6.7,6.33,11.0,210.1,82.2,,25.0,114.0,5.36,6.07,5.74,4.0,4.0,9.0,,24,JAX,NFL,QB,14.0,14.0,39.0,148.0,2.0,7.0,30.8,17.0,3.8,10.6,2.8,1.0,1.0,-7.0,-7.0,0.0,0.0,0.0,-7.0,0.1,-0.5,100.0,-7.0,40.0,3.5,141.0,2.0,5.0,,Byron Leftwich,LeftBy00,2003,JAX,3089.0
2005,25,JAX,NFL,QB,11.0,11.0,8-3-0,175.0,302.0,57.9,2123.0,15.0,5.0,5.0,1.7,101.0,41.8,45.0,7.0,7.28,12.1,193.0,89.3,,23.0,110.0,7.08,6.19,6.42,2.0,3.0,9.0,,25,JAX,NFL,QB,11.0,11.0,31.0,67.0,2.0,7.0,38.7,9.0,2.2,6.1,2.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,31.0,2.2,67.0,2.0,8.0,,Byron Leftwich,LeftBy00,2003,JAX,2190.0
2006,26,JAX,NFL,QB,6.0,6.0,3-3-0,108.0,183.0,59.0,1159.0,7.0,3.8,5.0,2.7,59.0,41.7,51.0,6.3,5.87,10.7,193.2,79.0,44.7,9.0,48.0,4.69,5.79,5.34,0.0,1.0,5.0,,26,JAX,NFL,QB,6.0,6.0,25.0,41.0,2.0,5.0,40.0,7.0,1.6,6.8,4.2,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,25.0,1.6,41.0,2.0,2.0,,Byron Leftwich,LeftBy00,2003,JAX,1200.0
2007,27,ATL,NFL,QB,3.0,2.0,0-2-0,32.0,58.0,55.2,279.0,1.0,1.7,2.0,3.4,13.0,35.9,23.0,4.8,3.6,8.7,93.0,59.5,6.6,6.0,37.0,9.38,3.78,2.69,0.0,0.0,1.0,,27,ATL,NFL,QB,3.0,2.0,6.0,7.0,0.0,1.0,33.3,7.0,1.2,2.3,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,1.2,7.0,0.0,6.0,,Byron Leftwich,LeftBy00,2003,JAX,286.0
2008,28,PIT,NFL,QB,5.0,0.0,,21.0,36.0,58.3,303.0,2.0,5.6,0.0,0.0,17.0,48.7,50.0,8.4,9.53,14.4,60.6,104.3,97.3,3.0,22.0,7.69,7.21,8.23,0.0,0.0,1.0,,28,PIT,NFL,QB,5.0,0.0,4.0,7.0,1.0,1.0,25.0,8.0,1.8,1.4,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,1.8,7.0,1.0,0.0,,Byron Leftwich,LeftBy00,2003,JAX,310.0
2009,29,TAM,NFL,QB,3.0,3.0,0-3-0,58.0,107.0,54.2,594.0,4.0,3.7,3.0,2.8,27.0,34.9,47.0,5.6,5.04,10.2,198.0,71.2,61.0,2.0,0.0,1.83,5.45,4.94,0.0,0.0,1.0,,29,TAM,NFL,QB,3.0,3.0,6.0,6.0,0.0,1.0,16.7,4.0,1.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,1.0,6.0,0.0,2.0,,Byron Leftwich,LeftBy00,2003,JAX,600.0
2010,30,PIT,NFL,QB,1.0,0.0,,5.0,7.0,71.4,42.0,0.0,0.0,0.0,0.0,4.0,55.6,14.0,6.0,6.0,8.4,42.0,86.6,54.4,2.0,7.0,22.22,3.89,3.89,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Byron Leftwich,LeftBy00,2003,JAX,42.0
2012,32,PIT,NFL,QB,2.0,1.0,0-1-0,25.0,53.0,47.2,272.0,0.0,0.0,1.0,1.9,13.0,32.1,37.0,5.1,4.28,10.9,136.0,54.9,28.8,3.0,24.0,5.36,4.43,3.63,0.0,0.0,1.0,,32,PIT,NFL,QB,2.0,1.0,1.0,31.0,1.0,1.0,100.0,31.0,31.0,15.5,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,31.0,31.0,1.0,1.0,,Byron Leftwich,LeftBy00,2003,JAX,303.0
