season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_Y/R,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards
2009,21,DET,NFL,QB,10.0,10.0,2-8-0,201.0,377.0,53.3,2267.0,13.0,3.4,20.0,5.3,111.0,39.4,75.0,6.0,4.32,11.3,226.7,61.0,37.1,24.0,169.0,5.99,5.23,3.64,1.0,1.0,3.0,,21,DET,NFL,QB,10.0,10.0,20.0,108.0,2.0,7.0,40.0,21.0,5.4,10.8,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,20.0,5.4,108.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,2375.0
2010,22,DET,NFL,QB,3.0,3.0,1-2-0,57.0,96.0,59.4,535.0,6.0,6.3,1.0,1.0,28.0,40.0,36.0,5.6,6.35,9.4,178.3,91.3,50.1,4.0,36.0,4.0,4.99,5.74,1.0,1.0,2.0,,22,DET,NFL,QB,3.0,3.0,4.0,11.0,1.0,1.0,50.0,9.0,2.8,3.7,1.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,2.8,11.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,546.0
2011,23,DET,NFL,QB,16.0,16.0,10-6-0,421.0,663.0,63.5,5038.0,41.0,6.2,16.0,2.4,243.0,49.8,73.0,7.6,7.75,12.0,314.9,97.2,60.5,36.0,257.0,5.15,6.84,6.98,3.0,4.0,16.0,AP CPoY-1,23,DET,NFL,QB,16.0,16.0,22.0,78.0,0.0,7.0,31.8,22.0,3.5,4.9,1.4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,22.0,3.5,78.0,0.0,5.0,AP CPoY-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,5116.0
2012,24,DET,NFL,QB,16.0,16.0,4-12-0,435.0,727.0,59.8,4967.0,20.0,2.8,17.0,2.3,267.0,47.5,57.0,6.8,6.33,11.4,310.4,79.8,56.1,29.0,212.0,3.84,6.29,5.81,3.0,3.0,13.0,,24,DET,NFL,QB,16.0,16.0,35.0,126.0,4.0,12.0,51.4,11.0,3.6,7.9,2.2,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.1,0.2,100.0,3.0,36.0,3.6,129.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,5093.0
2013,25,DET,NFL,QB,16.0,16.0,7-9-0,371.0,634.0,58.5,4650.0,29.0,4.6,19.0,3.0,223.0,46.9,87.0,7.3,6.9,12.5,290.6,84.2,53.5,23.0,168.0,3.5,6.82,6.4,2.0,3.0,13.0,,25,DET,NFL,QB,16.0,16.0,37.0,69.0,2.0,13.0,40.5,14.0,1.9,4.3,2.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,37.0,1.9,69.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,4719.0
2014,26,DET,NFL,QB,16.0,16.0,11-5-0,363.0,602.0,60.3,4257.0,22.0,3.7,12.0,2.0,212.0,43.3,73.0,7.1,6.91,11.7,266.1,85.7,44.7,45.0,254.0,6.96,6.19,6.03,5.0,5.0,13.0,PB,26,DET,NFL,QB,16.0,16.0,43.0,93.0,2.0,11.0,27.9,18.0,2.2,5.8,2.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,43.0,2.2,93.0,2.0,8.0,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,4350.0
2015,27,DET,NFL,QB,16.0,16.0,7-9-0,398.0,592.0,67.2,4262.0,32.0,5.4,13.0,2.2,224.0,49.4,57.0,7.2,7.29,10.7,266.4,97.0,58.3,44.0,251.0,6.92,6.31,6.39,2.0,3.0,13.0,,27,DET,NFL,QB,16.0,16.0,44.0,159.0,1.0,13.0,36.4,18.0,3.6,9.9,2.8,1.0,1.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.1,-0.4,100.0,-6.0,45.0,3.4,153.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,4421.0
2016,28,DET,NFL,QB,16.0,16.0,9-7-0,388.0,594.0,65.3,4327.0,24.0,4.0,10.0,1.7,218.0,48.0,73.0,7.3,7.34,11.2,270.4,93.3,65.2,37.0,216.0,5.86,6.52,6.56,8.0,8.0,14.0,,28,DET,NFL,QB,16.0,16.0,37.0,207.0,2.0,16.0,54.1,24.0,5.6,12.9,2.3,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,5.6,207.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,4534.0
2017,29,DET,NFL,QB,16.0,16.0,9-7-0,371.0,565.0,65.7,4446.0,29.0,5.1,10.0,1.8,210.0,45.6,71.0,7.9,8.1,12.0,277.9,99.3,65.3,47.0,287.0,7.68,6.8,7.01,1.0,4.0,15.0,,29,DET,NFL,QB,16.0,16.0,29.0,98.0,0.0,9.0,34.5,15.0,3.4,6.1,1.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,29.0,3.4,98.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,4544.0
2018,30,DET,NFL,QB,16.0,16.0,6-10-0,367.0,555.0,66.1,3777.0,21.0,3.8,11.0,2.0,197.0,45.7,67.0,6.8,6.67,10.3,236.1,89.9,51.3,40.0,255.0,6.72,5.92,5.79,0.0,1.0,10.0,,30,DET,NFL,QB,16.0,16.0,25.0,71.0,0.0,8.0,44.0,10.0,2.8,4.4,1.6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,25.0,2.8,71.0,0.0,6.0,,30,DET,NFL,QB,16.0,16.0,367.0,555.0,3840.0,6.9,1759.0,4.8,3.2,2018.0,5.5,0.0,15.0,1.0,29.0,5.4,94.0,17.4,,,2.3,165.0,56.0,34.0,130.0,21.4,12.0,6.5,,,,,,,,,,Matthew Stafford,StafMa00,2009,DET,3848.0
