player_id,player_name,similarity_score,year_3_total_yards_adj,got_paid,payment_year,draft_year,target_qb_id,target_qb_name,decision_year,metric,comp_rank
MannEl00,Eli Manning,724.1596303719564,3566.734228582613,False,,2004,VickMi00,Michael Vick,4,total_yards_adj,1
JackLa00,Lamar Jackson,907.0571293631212,3678.435175680198,True,2023.0,2018,VickMi00,Michael Vick,4,total_yards_adj,2
DarnSa00,Sam Darnold,966.9782786691325,2771.175198121366,False,,2018,VickMi00,Michael Vick,4,total_yards_adj,3
SancMa00,Mark Sanchez,983.7410948098519,3007.257398162935,True,2012.0,2009,VickMi00,Michael Vick,4,total_yards_adj,4
JoneDa05,Daniel Jones,984.2147292325006,3933.9867485377777,True,2023.0,2019,VickMi00,Michael Vick,4,total_yards_adj,5
