player_id,player_name,similarity_score,year_3_Pass_ANY/A_adj,got_paid,payment_year,draft_year,target_qb_id,target_qb_name,decision_year,metric,comp_rank
FreeJo00,Josh Freeman,0.5087385693030702,6.453937128671446,False,,2009,BortBl00,Blake Bortles,4,Pass_ANY/A_adj,1
LawrTr00,Trevor Lawrence,0.5676274211967656,5.99,True,2024.0,2021,BortBl00,Blake Bortles,4,Pass_ANY/A_adj,2
TrubMi00,Mitchell Trubisky,0.5687535293317593,6.0480856319473055,False,,2017,BortBl00,Blake Bortles,4,Pass_ANY/A_adj,3
MannEl00,Eli Manning,0.7137413470240632,4.988562813503916,False,,2004,BortBl00,Blake Bortles,4,Pass_ANY/A_adj,4
FielJu00,Justin Fields,0.7534359460764591,5.86,False,,2021,BortBl00,Blake Bortles,4,Pass_ANY/A_adj,5
