target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid,is_projection
MayfBa00,Baker Mayfield,4,total_yards_adj,10,70.0,7,3,False
MayfBa00,Baker Mayfield,4,Pass_ANY/A_adj,10,70.0,7,3,False
