player_id,player_name,similarity_score,year_3_total_yards_adj,got_paid,payment_year,draft_year
LawrTr00,Trevor Lawrence,640.2796800246671,2164.0,True,2024.0,2021
MariMa01,Marcus Mariota,790.8137050493806,2931.9230340988997,False,,2015
MurrKy00,Kyler Murray,801.2445849960843,2800.9422646118705,True,2022.0,2019
SancMa00,Mark Sanchez,873.0626611913816,3007.257398162935,True,2012.0,2009
TrubMi00,Mitchell Trubisky,893.8458998419433,2274.2651713440387,False,,2017
