year,total_yards_adj,payment_probability,decision_year,k_value,metric_name
0.0,2863.395930117919,40.0,3,5,total_yards_adj
0.0,2923.752862451571,40.0,3,5,total_yards_adj
0.0,2984.109794785223,20.0,3,5,total_yards_adj
0.0,3044.4667271188755,20.0,3,5,total_yards_adj
0.0,3104.8236594525274,0.0,3,5,total_yards_adj
0.0,3165.18059178618,0.0,3,5,total_yards_adj
0.0,3225.5375241198317,40.0,3,5,total_yards_adj
0.0,3285.894456453484,60.0,3,5,total_yards_adj
0.0,3346.251388787136,60.0,3,5,total_yards_adj
0.0,3406.6083211207883,60.0,3,5,total_yards_adj
0.0,3466.9652534544402,80.0,3,5,total_yards_adj
0.0,3527.3221857880926,80.0,3,5,total_yards_adj
0.0,3587.6791181217445,60.0,3,5,total_yards_adj
0.0,3648.036050455397,60.0,3,5,total_yards_adj
0.0,3708.392982789049,40.0,3,5,total_yards_adj
0.0,3768.749915122701,40.0,3,5,total_yards_adj
0.0,3829.106847456353,40.0,3,5,total_yards_adj
0.0,3889.4637797900054,20.0,3,5,total_yards_adj
0.0,3949.820712123658,20.0,3,5,total_yards_adj
0.0,4010.1776444573097,20.0,3,5,total_yards_adj
0.0,4070.534576790962,20.0,3,5,total_yards_adj
0.0,4130.8915091246145,20.0,3,5,total_yards_adj
0.0,4191.248441458266,20.0,3,5,total_yards_adj
0.0,4251.605373791918,20.0,3,5,total_yards_adj
0.0,4311.962306125571,40.0,3,5,total_yards_adj
0.0,4372.319238459223,40.0,3,5,total_yards_adj
0.0,4432.6761707928745,60.0,3,5,total_yards_adj
0.0,4493.033103126527,60.0,3,5,total_yards_adj
0.0,4553.390035460179,80.0,3,5,total_yards_adj
0.0,4613.746967793832,80.0,3,5,total_yards_adj
0.0,4674.103900127483,80.0,3,5,total_yards_adj
0.0,4734.460832461135,80.0,3,5,total_yards_adj
0.0,4794.817764794788,80.0,3,5,total_yards_adj
0.0,4855.17469712844,80.0,3,5,total_yards_adj
0.0,4915.531629462092,80.0,3,5,total_yards_adj
0.0,4975.888561795744,80.0,3,5,total_yards_adj
0.0,5036.245494129396,80.0,3,5,total_yards_adj
0.0,5096.602426463049,80.0,3,5,total_yards_adj
0.0,5156.9593587967,80.0,3,5,total_yards_adj
0.0,5217.3162911303525,80.0,3,5,total_yards_adj
0.0,5277.673223464005,80.0,3,5,total_yards_adj
0.0,5338.030155797657,80.0,3,5,total_yards_adj
0.0,5398.387088131309,80.0,3,5,total_yards_adj
0.0,5458.744020464961,80.0,3,5,total_yards_adj
0.0,5519.100952798613,80.0,3,5,total_yards_adj
0.0,5579.457885132266,80.0,3,5,total_yards_adj
0.0,5639.814817465917,80.0,3,5,total_yards_adj
0.0,5700.17174979957,80.0,3,5,total_yards_adj
0.0,5760.528682133222,80.0,3,5,total_yards_adj
0.0,5820.885614466874,80.0,3,5,total_yards_adj
0.0,5881.242546800527,80.0,3,5,total_yards_adj
0.0,5941.599479134178,80.0,3,5,total_yards_adj
0.0,6001.956411467831,80.0,3,5,total_yards_adj
0.05128205128205128,26.62011043626799,40.0,3,5,total_yards_adj
0.05128205128205128,86.97704276992013,40.0,3,5,total_yards_adj
0.05128205128205128,147.33397510357227,40.0,3,5,total_yards_adj
0.05128205128205128,207.69090743722444,60.0,3,5,total_yards_adj
0.05128205128205128,268.0478397708766,40.0,3,5,total_yards_adj
0.05128205128205128,328.4047721045287,20.0,3,5,total_yards_adj
0.05128205128205128,388.76170443818086,20.0,3,5,total_yards_adj
0.05128205128205128,449.118636771833,20.0,3,5,total_yards_adj
0.05128205128205128,509.47556910548514,20.0,3,5,total_yards_adj
0.05128205128205128,569.8325014391373,20.0,3,5,total_yards_adj
0.05128205128205128,630.1894337727895,0.0,3,5,total_yards_adj
0.05128205128205128,690.5463661064416,0.0,3,5,total_yards_adj
0.05128205128205128,750.9032984400937,0.0,3,5,total_yards_adj
0.05128205128205128,811.2602307737459,0.0,3,5,total_yards_adj
0.05128205128205128,871.617163107398,0.0,3,5,total_yards_adj
0.05128205128205128,931.9740954410502,20.0,3,5,total_yards_adj
0.05128205128205128,992.3310277747023,20.0,3,5,total_yards_adj
0.05128205128205128,1052.6879601083547,20.0,3,5,total_yards_adj
0.05128205128205128,1113.0448924420068,20.0,3,5,total_yards_adj
0.05128205128205128,1173.401824775659,20.0,3,5,total_yards_adj
0.05128205128205128,1233.758757109311,20.0,3,5,total_yards_adj
0.05128205128205128,1294.1156894429632,20.0,3,5,total_yards_adj
