year,total_yards_adj,payment_probability,decision_year,k_value,metric_name
0.0,-2.751372379687639,20.0,4,15,total_yards_adj
0.0,57.90224159857012,20.0,4,15,total_yards_adj
0.0,118.55585557682788,20.0,4,15,total_yards_adj
0.0,179.20946955508563,20.0,4,15,total_yards_adj
0.0,239.8630835333434,20.0,4,15,total_yards_adj
0.0,300.51669751160114,20.0,4,15,total_yards_adj
0.0,361.1703114898589,20.0,4,15,total_yards_adj
0.0,421.82392546811667,20.0,4,15,total_yards_adj
0.0,482.4775394463744,20.0,4,15,total_yards_adj
0.0,543.1311534246322,20.0,4,15,total_yards_adj
0.0,603.78476740289,26.666666666666668,4,15,total_yards_adj
0.0,664.4383813811478,26.666666666666668,4,15,total_yards_adj
0.0,725.0919953594055,26.666666666666668,4,15,total_yards_adj
0.0,785.7456093376633,26.666666666666668,4,15,total_yards_adj
0.0,846.3992233159211,26.666666666666668,4,15,total_yards_adj
0.0,907.0528372941787,20.0,4,15,total_yards_adj
0.0,967.7064512724365,20.0,4,15,total_yards_adj
0.0,1028.3600652506943,20.0,4,15,total_yards_adj
0.0,1089.013679228952,26.666666666666668,4,15,total_yards_adj
0.0,1149.66729320721,26.666666666666668,4,15,total_yards_adj
0.0,1210.3209071854676,26.666666666666668,4,15,total_yards_adj
0.0,1270.9745211637253,26.666666666666668,4,15,total_yards_adj
0.0,1331.6281351419832,26.666666666666668,4,15,total_yards_adj
0.0,1392.2817491202409,26.666666666666668,4,15,total_yards_adj
0.0,1452.9353630984986,26.666666666666668,4,15,total_yards_adj
0.0,1513.5889770767565,26.666666666666668,4,15,total_yards_adj
0.0,1574.2425910550141,26.666666666666668,4,15,total_yards_adj
0.0,1634.8962050332718,26.666666666666668,4,15,total_yards_adj
0.0,1695.5498190115297,26.666666666666668,4,15,total_yards_adj
0.0,1756.2034329897874,26.666666666666668,4,15,total_yards_adj
0.0,1816.857046968045,33.33333333333333,4,15,total_yards_adj
0.0,1877.510660946303,33.33333333333333,4,15,total_yards_adj
0.0,1938.1642749245607,33.33333333333333,4,15,total_yards_adj
0.0,1998.8178889028184,33.33333333333333,4,15,total_yards_adj
0.0,2059.471502881076,33.33333333333333,4,15,total_yards_adj
0.0,2120.125116859334,33.33333333333333,4,15,total_yards_adj
0.0,2180.7787308375914,40.0,4,15,total_yards_adj
0.0,2241.4323448158493,40.0,4,15,total_yards_adj
0.0,2302.0859587941072,40.0,4,15,total_yards_adj
0.0,2362.7395727723647,40.0,4,15,total_yards_adj
0.0,2423.3931867506226,40.0,4,15,total_yards_adj
0.0,2484.0468007288805,40.0,4,15,total_yards_adj
0.0,2544.700414707138,26.666666666666668,4,15,total_yards_adj
0.0,2605.354028685396,26.666666666666668,4,15,total_yards_adj
0.0,2666.0076426636538,26.666666666666668,4,15,total_yards_adj
0.0,2726.661256641911,26.666666666666668,4,15,total_yards_adj
0.0,2787.314870620169,26.666666666666668,4,15,total_yards_adj
0.0,2847.968484598427,33.33333333333333,4,15,total_yards_adj
0.0,2908.6220985766845,40.0,4,15,total_yards_adj
0.0,2969.2757125549424,46.666666666666664,4,15,total_yards_adj
0.0,3029.9293265332003,46.666666666666664,4,15,total_yards_adj
0.0,3090.5829405114578,46.666666666666664,4,15,total_yards_adj
0.0,3151.2365544897157,46.666666666666664,4,15,total_yards_adj
0.0,3211.8901684679736,46.666666666666664,4,15,total_yards_adj
0.0,3272.543782446231,46.666666666666664,4,15,total_yards_adj
0.0,3333.197396424489,46.666666666666664,4,15,total_yards_adj
0.0,3393.851010402747,40.0,4,15,total_yards_adj
0.0,3454.5046243810043,40.0,4,15,total_yards_adj
0.0,3515.158238359262,40.0,4,15,total_yards_adj
0.0,3575.81185233752,33.33333333333333,4,15,total_yards_adj
0.0,3636.4654663157776,33.33333333333333,4,15,total_yards_adj
0.0,3697.1190802940355,40.0,4,15,total_yards_adj
0.0,3757.7726942722934,40.0,4,15,total_yards_adj
0.0,3818.426308250551,40.0,4,15,total_yards_adj
0.0,3879.0799222288088,46.666666666666664,4,15,total_yards_adj
0.0,3939.7335362070667,46.666666666666664,4,15,total_yards_adj
0.0,4000.387150185324,53.333333333333336,4,15,total_yards_adj
0.0,4061.040764163582,53.333333333333336,4,15,total_yards_adj
0.0,4121.69437814184,60.0,4,15,total_yards_adj
0.0,4182.347992120098,60.0,4,15,total_yards_adj
