year,Pass_ANY/A_adj,payment_probability,decision_year,k_value,metric_name
0.0,-20.535723161033793,20.0,6,20,Pass_ANY/A_adj
0.0,-20.166927334705562,20.0,6,20,Pass_ANY/A_adj
0.0,-19.79813150837733,20.0,6,20,Pass_ANY/A_adj
0.0,-19.4293356820491,20.0,6,20,Pass_ANY/A_adj
0.0,-19.060539855720872,20.0,6,20,Pass_ANY/A_adj
0.0,-18.69174402939264,20.0,6,20,Pass_ANY/A_adj
0.0,-18.32294820306441,20.0,6,20,Pass_ANY/A_adj
0.0,-17.95415237673618,20.0,6,20,Pass_ANY/A_adj
0.0,-17.585356550407948,20.0,6,20,Pass_ANY/A_adj
0.0,-17.216560724079716,20.0,6,20,Pass_ANY/A_adj
0.0,-16.847764897751485,20.0,6,20,Pass_ANY/A_adj
0.0,-16.478969071423258,20.0,6,20,Pass_ANY/A_adj
0.0,-16.110173245095027,20.0,6,20,Pass_ANY/A_adj
0.0,-15.741377418766795,20.0,6,20,Pass_ANY/A_adj
0.0,-15.372581592438564,20.0,6,20,Pass_ANY/A_adj
0.0,-15.003785766110333,20.0,6,20,Pass_ANY/A_adj
0.0,-14.634989939782102,20.0,6,20,Pass_ANY/A_adj
0.0,-14.266194113453873,25.0,6,20,Pass_ANY/A_adj
0.0,-13.897398287125641,25.0,6,20,Pass_ANY/A_adj
0.0,-13.528602460797412,25.0,6,20,Pass_ANY/A_adj
0.0,-13.15980663446918,25.0,6,20,Pass_ANY/A_adj
0.0,-12.79101080814095,25.0,6,20,Pass_ANY/A_adj
0.0,-12.422214981812719,25.0,6,20,Pass_ANY/A_adj
0.0,-12.053419155484487,25.0,6,20,Pass_ANY/A_adj
0.0,-11.684623329156258,25.0,6,20,Pass_ANY/A_adj
0.0,-11.315827502828027,25.0,6,20,Pass_ANY/A_adj
0.0,-10.947031676499796,25.0,6,20,Pass_ANY/A_adj
0.0,-10.578235850171566,25.0,6,20,Pass_ANY/A_adj
0.0,-10.209440023843335,25.0,6,20,Pass_ANY/A_adj
0.0,-9.840644197515104,25.0,6,20,Pass_ANY/A_adj
0.0,-9.471848371186873,25.0,6,20,Pass_ANY/A_adj
0.0,-9.103052544858643,20.0,6,20,Pass_ANY/A_adj
0.0,-8.734256718530412,20.0,6,20,Pass_ANY/A_adj
0.0,-8.365460892202181,20.0,6,20,Pass_ANY/A_adj
0.0,-7.996665065873952,20.0,6,20,Pass_ANY/A_adj
0.0,-7.627869239545721,20.0,6,20,Pass_ANY/A_adj
0.0,-7.2590734132174894,20.0,6,20,Pass_ANY/A_adj
0.0,-6.890277586889258,20.0,6,20,Pass_ANY/A_adj
0.0,-6.521481760561029,20.0,6,20,Pass_ANY/A_adj
0.0,-6.152685934232798,20.0,6,20,Pass_ANY/A_adj
0.0,-5.783890107904567,20.0,6,20,Pass_ANY/A_adj
0.0,-5.415094281576337,20.0,6,20,Pass_ANY/A_adj
0.0,-5.046298455248106,20.0,6,20,Pass_ANY/A_adj
0.0,-4.677502628919875,20.0,6,20,Pass_ANY/A_adj
0.0,-4.308706802591644,25.0,6,20,Pass_ANY/A_adj
0.0,-3.9399109762634126,25.0,6,20,Pass_ANY/A_adj
0.0,-3.5711151499351814,25.0,6,20,Pass_ANY/A_adj
0.0,-3.202319323606954,25.0,6,20,Pass_ANY/A_adj
0.0,-2.8335234972787227,25.0,6,20,Pass_ANY/A_adj
0.0,-2.4647276709504915,25.0,6,20,Pass_ANY/A_adj
0.0,-2.0959318446222603,25.0,6,20,Pass_ANY/A_adj
0.0,-1.7271360182940292,25.0,6,20,Pass_ANY/A_adj
0.0,-1.358340191965798,25.0,6,20,Pass_ANY/A_adj
0.0,-0.9895443656375669,25.0,6,20,Pass_ANY/A_adj
0.0,-0.6207485393093393,25.0,6,20,Pass_ANY/A_adj
0.0,-0.2519527129811081,25.0,6,20,Pass_ANY/A_adj
0.0,0.11684311334712305,30.0,6,20,Pass_ANY/A_adj
0.0,0.4856389396753542,30.0,6,20,Pass_ANY/A_adj
0.0,0.8544347660035854,30.0,6,20,Pass_ANY/A_adj
0.0,1.2232305923318165,30.0,6,20,Pass_ANY/A_adj
0.0,1.5920264186600477,30.0,6,20,Pass_ANY/A_adj
0.0,1.9608222449882753,25.0,6,20,Pass_ANY/A_adj
0.0,2.3296180713165064,30.0,6,20,Pass_ANY/A_adj
0.0,2.6984138976447376,30.0,6,20,Pass_ANY/A_adj
0.0,3.0672097239729688,25.0,6,20,Pass_ANY/A_adj
0.0,3.4360055503012,25.0,6,20,Pass_ANY/A_adj
0.0,3.804801376629431,35.0,6,20,Pass_ANY/A_adj
0.0,4.173597202957662,30.0,6,20,Pass_ANY/A_adj
0.0,4.54239302928589,25.0,6,20,Pass_ANY/A_adj
0.0,4.911188855614121,35.0,6,20,Pass_ANY/A_adj
0.0,5.279984681942352,30.0,6,20,Pass_ANY/A_adj
0.0,5.648780508270583,50.0,6,20,Pass_ANY/A_adj
0.0,6.0175763345988145,65.0,6,20,Pass_ANY/A_adj
0.0,6.386372160927046,45.0,6,20,Pass_ANY/A_adj
0.0,6.755167987255277,55.00000000000001,6,20,Pass_ANY/A_adj
0.0,7.123963813583504,55.00000000000001,6,20,Pass_ANY/A_adj
0.0,7.4927596399117355,60.0,6,20,Pass_ANY/A_adj
0.0,7.861555466239967,65.0,6,20,Pass_ANY/A_adj
0.0,8.230351292568198,65.0,6,20,Pass_ANY/A_adj
0.0,8.599147118896429,65.0,6,20,Pass_ANY/A_adj
0.0,8.96794294522466,65.0,6,20,Pass_ANY/A_adj
0.0,9.336738771552891,70.0,6,20,Pass_ANY/A_adj
0.0,9.705534597881119,75.0,6,20,Pass_ANY/A_adj
0.0,10.07433042420935,80.0,6,20,Pass_ANY/A_adj
0.0,10.443126250537581,80.0,6,20,Pass_ANY/A_adj
0.0,10.811922076865812,80.0,6,20,Pass_ANY/A_adj
0.0,11.180717903194044,80.0,6,20,Pass_ANY/A_adj
0.0,11.549513729522275,80.0,6,20,Pass_ANY/A_adj
0.0,11.918309555850506,75.0,6,20,Pass_ANY/A_adj
0.0,12.287105382178737,75.0,6,20,Pass_ANY/A_adj
0.0,12.655901208506968,80.0,6,20,Pass_ANY/A_adj
0.0,13.0246970348352,80.0,6,20,Pass_ANY/A_adj
0.0,13.39349286116343,80.0,6,20,Pass_ANY/A_adj
0.0,13.762288687491655,75.0,6,20,Pass_ANY/A_adj
0.0,14.131084513819886,75.0,6,20,Pass_ANY/A_adj
0.0,14.499880340148117,75.0,6,20,Pass_ANY/A_adj
0.0,14.868676166476348,75.0,6,20,Pass_ANY/A_adj
0.0,15.23747199280458,75.0,6,20,Pass_ANY/A_adj
0.0,15.60626781913281,75.0,6,20,Pass_ANY/A_adj
0.0,15.975063645461043,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-20.535723161033793,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-20.166927334705562,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-19.79813150837733,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-19.4293356820491,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-19.060539855720872,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-18.69174402939264,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-18.32294820306441,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-17.95415237673618,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-17.585356550407948,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-17.216560724079716,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-16.847764897751485,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-16.478969071423258,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-16.110173245095027,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-15.741377418766795,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-15.372581592438564,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-15.003785766110333,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-14.634989939782102,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-14.266194113453873,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-13.897398287125641,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-13.528602460797412,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-13.15980663446918,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-12.79101080814095,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-12.422214981812719,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-12.053419155484487,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-11.684623329156258,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-11.315827502828027,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-10.947031676499796,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-10.578235850171566,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-10.209440023843335,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-9.840644197515104,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-9.471848371186873,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-9.103052544858643,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-8.734256718530412,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-8.365460892202181,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-7.996665065873952,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-7.627869239545721,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-7.2590734132174894,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-6.890277586889258,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-6.521481760561029,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-6.152685934232798,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-5.783890107904567,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-5.415094281576337,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-5.046298455248106,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-4.677502628919875,20.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-4.308706802591644,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-3.9399109762634126,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-3.5711151499351814,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-3.202319323606954,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-2.8335234972787227,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-2.4647276709504915,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-2.0959318446222603,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-1.7271360182940292,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-1.358340191965798,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-0.9895443656375669,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-0.6207485393093393,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,-0.2519527129811081,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,0.11684311334712305,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,0.4856389396753542,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,0.8544347660035854,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,1.2232305923318165,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,1.5920264186600477,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,1.9608222449882753,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,2.3296180713165064,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,2.6984138976447376,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,3.0672097239729688,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,3.4360055503012,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,3.804801376629431,35.0,6,20,Pass_ANY/A_adj
0.1282051282051282,4.173597202957662,30.0,6,20,Pass_ANY/A_adj
0.1282051282051282,4.54239302928589,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,4.911188855614121,25.0,6,20,Pass_ANY/A_adj
0.1282051282051282,5.279984681942352,35.0,6,20,Pass_ANY/A_adj
0.1282051282051282,5.648780508270583,50.0,6,20,Pass_ANY/A_adj
0.1282051282051282,6.0175763345988145,70.0,6,20,Pass_ANY/A_adj
0.1282051282051282,6.386372160927046,55.00000000000001,6,20,Pass_ANY/A_adj
0.1282051282051282,6.755167987255277,55.00000000000001,6,20,Pass_ANY/A_adj
0.1282051282051282,7.123963813583504,55.00000000000001,6,20,Pass_ANY/A_adj
0.1282051282051282,7.4927596399117355,60.0,6,20,Pass_ANY/A_adj
0.1282051282051282,7.861555466239967,65.0,6,20,Pass_ANY/A_adj
0.1282051282051282,8.230351292568198,65.0,6,20,Pass_ANY/A_adj
0.1282051282051282,8.599147118896429,65.0,6,20,Pass_ANY/A_adj
0.1282051282051282,8.96794294522466,70.0,6,20,Pass_ANY/A_adj
0.1282051282051282,9.336738771552891,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,9.705534597881119,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,10.07433042420935,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,10.443126250537581,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,10.811922076865812,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,11.180717903194044,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,11.549513729522275,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,11.918309555850506,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,12.287105382178737,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,12.655901208506968,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,13.0246970348352,80.0,6,20,Pass_ANY/A_adj
0.1282051282051282,13.39349286116343,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,13.762288687491655,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,14.131084513819886,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,14.499880340148117,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,14.868676166476348,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,15.23747199280458,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,15.60626781913281,75.0,6,20,Pass_ANY/A_adj
0.1282051282051282,15.975063645461043,75.0,6,20,Pass_ANY/A_adj
0.2564102564102564,-20.535723161033793,20.0,6,20,Pass_ANY/A_adj
0.2564102564102564,-20.166927334705562,20.0,6,20,Pass_ANY/A_adj
0.2564102564102564,-19.79813150837733,20.0,6,20,Pass_ANY/A_adj
