year,total_yards_adj,payment_probability,decision_year,k_value,metric_name
0.0,3211.8901684679736,40.0,5,5,total_yards_adj
0.0,3272.543782446231,60.0,5,5,total_yards_adj
0.0,3333.197396424489,60.0,5,5,total_yards_adj
0.0,3393.851010402747,60.0,5,5,total_yards_adj
0.0,3454.5046243810043,80.0,5,5,total_yards_adj
0.0,3515.158238359262,80.0,5,5,total_yards_adj
0.0,3575.81185233752,60.0,5,5,total_yards_adj
0.0,3636.4654663157776,60.0,5,5,total_yards_adj
0.0,3697.1190802940355,40.0,5,5,total_yards_adj
0.0,3757.7726942722934,40.0,5,5,total_yards_adj
0.0,3818.426308250551,40.0,5,5,total_yards_adj
0.0,3879.0799222288088,40.0,5,5,total_yards_adj
0.0,3939.7335362070667,20.0,5,5,total_yards_adj
0.0,4000.387150185324,20.0,5,5,total_yards_adj
0.0,4061.040764163582,20.0,5,5,total_yards_adj
0.0,4121.69437814184,20.0,5,5,total_yards_adj
0.0,4182.347992120098,20.0,5,5,total_yards_adj
0.0,4243.001606098356,20.0,5,5,total_yards_adj
0.0,4303.655220076614,40.0,5,5,total_yards_adj
0.0,4364.308834054871,40.0,5,5,total_yards_adj
0.0,4424.9624480331295,60.0,5,5,total_yards_adj
0.0,4485.616062011387,60.0,5,5,total_yards_adj
0.0,4546.269675989644,80.0,5,5,total_yards_adj
0.0,4606.923289967903,80.0,5,5,total_yards_adj
0.0,4667.57690394616,80.0,5,5,total_yards_adj
0.0,4728.230517924418,80.0,5,5,total_yards_adj
0.0,4788.884131902676,80.0,5,5,total_yards_adj
0.0,4849.5377458809335,80.0,5,5,total_yards_adj
0.0,4910.191359859191,80.0,5,5,total_yards_adj
0.0,4970.844973837449,80.0,5,5,total_yards_adj
0.0,5031.498587815707,80.0,5,5,total_yards_adj
0.0,5092.152201793964,80.0,5,5,total_yards_adj
0.0,5152.805815772223,80.0,5,5,total_yards_adj
0.0,5213.45942975048,80.0,5,5,total_yards_adj
0.0,5274.1130437287375,80.0,5,5,total_yards_adj
0.0,5334.766657706996,80.0,5,5,total_yards_adj
0.0,5395.420271685253,80.0,5,5,total_yards_adj
0.0,5456.073885663511,100.0,5,5,total_yards_adj
0.0,5516.727499641769,100.0,5,5,total_yards_adj
0.0,5577.381113620027,100.0,5,5,total_yards_adj
0.0,5638.034727598284,100.0,5,5,total_yards_adj
0.0,5698.688341576542,100.0,5,5,total_yards_adj
0.0,5759.3419555548,100.0,5,5,total_yards_adj
0.0,5819.995569533057,100.0,5,5,total_yards_adj
0.0,5880.649183511316,100.0,5,5,total_yards_adj
0.0,5941.302797489573,100.0,5,5,total_yards_adj
0.0,6001.956411467831,100.0,5,5,total_yards_adj
0.10256410256410256,-2.751372379687639,40.0,5,5,total_yards_adj
0.10256410256410256,57.90224159857012,40.0,5,5,total_yards_adj
0.10256410256410256,118.55585557682788,40.0,5,5,total_yards_adj
0.10256410256410256,179.20946955508563,60.0,5,5,total_yards_adj
0.10256410256410256,239.8630835333434,60.0,5,5,total_yards_adj
0.10256410256410256,300.51669751160114,40.0,5,5,total_yards_adj
0.10256410256410256,361.1703114898589,20.0,5,5,total_yards_adj
0.10256410256410256,421.82392546811667,20.0,5,5,total_yards_adj
0.10256410256410256,482.4775394463744,20.0,5,5,total_yards_adj
0.10256410256410256,543.1311534246322,20.0,5,5,total_yards_adj
0.10256410256410256,603.78476740289,20.0,5,5,total_yards_adj
0.10256410256410256,664.4383813811478,0.0,5,5,total_yards_adj
0.10256410256410256,725.0919953594055,0.0,5,5,total_yards_adj
0.10256410256410256,785.7456093376633,0.0,5,5,total_yards_adj
0.10256410256410256,846.3992233159211,0.0,5,5,total_yards_adj
0.10256410256410256,907.0528372941787,20.0,5,5,total_yards_adj
0.10256410256410256,967.7064512724365,20.0,5,5,total_yards_adj
0.10256410256410256,1028.3600652506943,20.0,5,5,total_yards_adj
0.10256410256410256,1089.013679228952,20.0,5,5,total_yards_adj
0.10256410256410256,1149.66729320721,20.0,5,5,total_yards_adj
0.10256410256410256,1210.3209071854676,20.0,5,5,total_yards_adj
0.10256410256410256,1270.9745211637253,20.0,5,5,total_yards_adj
0.10256410256410256,1331.6281351419832,20.0,5,5,total_yards_adj
0.10256410256410256,1392.2817491202409,20.0,5,5,total_yards_adj
0.10256410256410256,1452.9353630984986,20.0,5,5,total_yards_adj
0.10256410256410256,1513.5889770767565,20.0,5,5,total_yards_adj
0.10256410256410256,1574.2425910550141,40.0,5,5,total_yards_adj
0.10256410256410256,1634.8962050332718,40.0,5,5,total_yards_adj
0.10256410256410256,1695.5498190115297,40.0,5,5,total_yards_adj
0.10256410256410256,1756.2034329897874,60.0,5,5,total_yards_adj
0.10256410256410256,1816.857046968045,60.0,5,5,total_yards_adj
0.10256410256410256,1877.510660946303,60.0,5,5,total_yards_adj
0.10256410256410256,1938.1642749245607,60.0,5,5,total_yards_adj
0.10256410256410256,1998.8178889028184,60.0,5,5,total_yards_adj
0.10256410256410256,2059.471502881076,60.0,5,5,total_yards_adj
0.10256410256410256,2120.125116859334,40.0,5,5,total_yards_adj
0.10256410256410256,2180.7787308375914,20.0,5,5,total_yards_adj
0.10256410256410256,2241.4323448158493,0.0,5,5,total_yards_adj
0.10256410256410256,2302.0859587941072,0.0,5,5,total_yards_adj
0.10256410256410256,2362.7395727723647,20.0,5,5,total_yards_adj
0.10256410256410256,2423.3931867506226,20.0,5,5,total_yards_adj
0.10256410256410256,2484.0468007288805,20.0,5,5,total_yards_adj
0.10256410256410256,2544.700414707138,40.0,5,5,total_yards_adj
0.10256410256410256,2605.354028685396,40.0,5,5,total_yards_adj
0.10256410256410256,2666.0076426636538,60.0,5,5,total_yards_adj
0.10256410256410256,2726.661256641911,60.0,5,5,total_yards_adj
0.10256410256410256,2787.314870620169,60.0,5,5,total_yards_adj
0.10256410256410256,2847.968484598427,60.0,5,5,total_yards_adj
0.10256410256410256,2908.6220985766845,40.0,5,5,total_yards_adj
0.10256410256410256,2969.2757125549424,40.0,5,5,total_yards_adj
0.10256410256410256,3029.9293265332003,20.0,5,5,total_yards_adj
0.10256410256410256,3090.5829405114578,0.0,5,5,total_yards_adj
0.10256410256410256,3151.2365544897157,0.0,5,5,total_yards_adj
0.10256410256410256,3211.8901684679736,40.0,5,5,total_yards_adj
0.10256410256410256,3272.543782446231,60.0,5,5,total_yards_adj
0.10256410256410256,3333.197396424489,60.0,5,5,total_yards_adj
0.10256410256410256,3393.851010402747,60.0,5,5,total_yards_adj
0.10256410256410256,3454.5046243810043,80.0,5,5,total_yards_adj
0.10256410256410256,3515.158238359262,80.0,5,5,total_yards_adj
0.10256410256410256,3575.81185233752,60.0,5,5,total_yards_adj
0.10256410256410256,3636.4654663157776,60.0,5,5,total_yards_adj
0.10256410256410256,3697.1190802940355,40.0,5,5,total_yards_adj
0.10256410256410256,3757.7726942722934,40.0,5,5,total_yards_adj
0.10256410256410256,3818.426308250551,40.0,5,5,total_yards_adj
0.10256410256410256,3879.0799222288088,40.0,5,5,total_yards_adj
0.10256410256410256,3939.7335362070667,20.0,5,5,total_yards_adj
0.10256410256410256,4000.387150185324,20.0,5,5,total_yards_adj
0.10256410256410256,4061.040764163582,20.0,5,5,total_yards_adj
0.10256410256410256,4121.69437814184,20.0,5,5,total_yards_adj
0.10256410256410256,4182.347992120098,20.0,5,5,total_yards_adj
0.10256410256410256,4243.001606098356,20.0,5,5,total_yards_adj
0.10256410256410256,4303.655220076614,40.0,5,5,total_yards_adj
0.10256410256410256,4364.308834054871,40.0,5,5,total_yards_adj
0.10256410256410256,4424.9624480331295,60.0,5,5,total_yards_adj
0.10256410256410256,4485.616062011387,60.0,5,5,total_yards_adj
0.10256410256410256,4546.269675989644,80.0,5,5,total_yards_adj
0.10256410256410256,4606.923289967903,80.0,5,5,total_yards_adj
0.10256410256410256,4667.57690394616,80.0,5,5,total_yards_adj
0.10256410256410256,4728.230517924418,80.0,5,5,total_yards_adj
0.10256410256410256,4788.884131902676,80.0,5,5,total_yards_adj
0.10256410256410256,4849.5377458809335,80.0,5,5,total_yards_adj
0.10256410256410256,4910.191359859191,80.0,5,5,total_yards_adj
0.10256410256410256,4970.844973837449,80.0,5,5,total_yards_adj
0.10256410256410256,5031.498587815707,80.0,5,5,total_yards_adj
0.10256410256410256,5092.152201793964,80.0,5,5,total_yards_adj
0.10256410256410256,5152.805815772223,80.0,5,5,total_yards_adj
0.10256410256410256,5213.45942975048,80.0,5,5,total_yards_adj
0.10256410256410256,5274.1130437287375,80.0,5,5,total_yards_adj
0.10256410256410256,5334.766657706996,100.0,5,5,total_yards_adj
0.10256410256410256,5395.420271685253,100.0,5,5,total_yards_adj
0.10256410256410256,5456.073885663511,100.0,5,5,total_yards_adj
0.10256410256410256,5516.727499641769,100.0,5,5,total_yards_adj
0.10256410256410256,5577.381113620027,100.0,5,5,total_yards_adj
0.10256410256410256,5638.034727598284,100.0,5,5,total_yards_adj
0.10256410256410256,5698.688341576542,100.0,5,5,total_yards_adj
0.10256410256410256,5759.3419555548,100.0,5,5,total_yards_adj
0.10256410256410256,5819.995569533057,100.0,5,5,total_yards_adj
0.10256410256410256,5880.649183511316,100.0,5,5,total_yards_adj
0.10256410256410256,5941.302797489573,100.0,5,5,total_yards_adj
0.10256410256410256,6001.956411467831,100.0,5,5,total_yards_adj
0.20512820512820512,-2.751372379687639,40.0,5,5,total_yards_adj
0.20512820512820512,57.90224159857012,40.0,5,5,total_yards_adj
0.20512820512820512,118.55585557682788,40.0,5,5,total_yards_adj
0.20512820512820512,179.20946955508563,60.0,5,5,total_yards_adj
0.20512820512820512,239.8630835333434,60.0,5,5,total_yards_adj
0.20512820512820512,300.51669751160114,40.0,5,5,total_yards_adj
0.20512820512820512,361.1703114898589,20.0,5,5,total_yards_adj
0.20512820512820512,421.82392546811667,20.0,5,5,total_yards_adj
0.20512820512820512,482.4775394463744,20.0,5,5,total_yards_adj
0.20512820512820512,543.1311534246322,20.0,5,5,total_yards_adj
0.20512820512820512,603.78476740289,20.0,5,5,total_yards_adj
0.20512820512820512,664.4383813811478,0.0,5,5,total_yards_adj
0.20512820512820512,725.0919953594055,0.0,5,5,total_yards_adj
0.20512820512820512,785.7456093376633,0.0,5,5,total_yards_adj
0.20512820512820512,846.3992233159211,0.0,5,5,total_yards_adj
0.20512820512820512,907.0528372941787,20.0,5,5,total_yards_adj
0.20512820512820512,967.7064512724365,20.0,5,5,total_yards_adj
0.20512820512820512,1028.3600652506943,20.0,5,5,total_yards_adj
0.20512820512820512,1089.013679228952,20.0,5,5,total_yards_adj
0.20512820512820512,1149.66729320721,20.0,5,5,total_yards_adj
0.20512820512820512,1210.3209071854676,20.0,5,5,total_yards_adj
0.20512820512820512,1270.9745211637253,20.0,5,5,total_yards_adj
0.20512820512820512,1331.6281351419832,20.0,5,5,total_yards_adj
0.20512820512820512,1392.2817491202409,20.0,5,5,total_yards_adj
0.20512820512820512,1452.9353630984986,20.0,5,5,total_yards_adj
0.20512820512820512,1513.5889770767565,20.0,5,5,total_yards_adj
0.20512820512820512,1574.2425910550141,40.0,5,5,total_yards_adj
0.20512820512820512,1634.8962050332718,40.0,5,5,total_yards_adj
0.20512820512820512,1695.5498190115297,40.0,5,5,total_yards_adj
0.20512820512820512,1756.2034329897874,60.0,5,5,total_yards_adj
0.20512820512820512,1816.857046968045,60.0,5,5,total_yards_adj
0.20512820512820512,1877.510660946303,60.0,5,5,total_yards_adj
0.20512820512820512,1938.1642749245607,60.0,5,5,total_yards_adj
0.20512820512820512,1998.8178889028184,60.0,5,5,total_yards_adj
0.20512820512820512,2059.471502881076,60.0,5,5,total_yards_adj
0.20512820512820512,2120.125116859334,40.0,5,5,total_yards_adj
0.20512820512820512,2180.7787308375914,20.0,5,5,total_yards_adj
0.20512820512820512,2241.4323448158493,0.0,5,5,total_yards_adj
0.20512820512820512,2302.0859587941072,0.0,5,5,total_yards_adj
0.20512820512820512,2362.7395727723647,20.0,5,5,total_yards_adj
0.20512820512820512,2423.3931867506226,20.0,5,5,total_yards_adj
0.20512820512820512,2484.0468007288805,20.0,5,5,total_yards_adj
0.20512820512820512,2544.700414707138,40.0,5,5,total_yards_adj
0.20512820512820512,2605.354028685396,40.0,5,5,total_yards_adj
0.20512820512820512,2666.0076426636538,60.0,5,5,total_yards_adj
0.20512820512820512,2726.661256641911,60.0,5,5,total_yards_adj
0.20512820512820512,2787.314870620169,60.0,5,5,total_yards_adj
0.20512820512820512,2847.968484598427,60.0,5,5,total_yards_adj
0.20512820512820512,2908.6220985766845,40.0,5,5,total_yards_adj
0.20512820512820512,2969.2757125549424,40.0,5,5,total_yards_adj
0.20512820512820512,3029.9293265332003,20.0,5,5,total_yards_adj
0.20512820512820512,3090.5829405114578,0.0,5,5,total_yards_adj
0.20512820512820512,3151.2365544897157,0.0,5,5,total_yards_adj
0.20512820512820512,3211.8901684679736,40.0,5,5,total_yards_adj
0.20512820512820512,3272.543782446231,60.0,5,5,total_yards_adj
0.20512820512820512,3333.197396424489,60.0,5,5,total_yards_adj
0.20512820512820512,3393.851010402747,60.0,5,5,total_yards_adj
0.20512820512820512,3454.5046243810043,80.0,5,5,total_yards_adj
0.20512820512820512,3515.158238359262,80.0,5,5,total_yards_adj
0.20512820512820512,3575.81185233752,60.0,5,5,total_yards_adj
0.20512820512820512,3636.4654663157776,60.0,5,5,total_yards_adj
0.20512820512820512,3697.1190802940355,40.0,5,5,total_yards_adj
0.20512820512820512,3757.7726942722934,40.0,5,5,total_yards_adj
0.20512820512820512,3818.426308250551,40.0,5,5,total_yards_adj
0.20512820512820512,3879.0799222288088,40.0,5,5,total_yards_adj
0.20512820512820512,3939.7335362070667,20.0,5,5,total_yards_adj
0.20512820512820512,4000.387150185324,20.0,5,5,total_yards_adj
0.20512820512820512,4061.040764163582,20.0,5,5,total_yards_adj
0.20512820512820512,4121.69437814184,20.0,5,5,total_yards_adj
0.20512820512820512,4182.347992120098,20.0,5,5,total_yards_adj
0.20512820512820512,4243.001606098356,20.0,5,5,total_yards_adj
0.20512820512820512,4303.655220076614,40.0,5,5,total_yards_adj
0.20512820512820512,4364.308834054871,40.0,5,5,total_yards_adj
0.20512820512820512,4424.9624480331295,60.0,5,5,total_yards_adj
0.20512820512820512,4485.616062011387,60.0,5,5,total_yards_adj
0.20512820512820512,4546.269675989644,80.0,5,5,total_yards_adj
0.20512820512820512,4606.923289967903,80.0,5,5,total_yards_adj
0.20512820512820512,4667.57690394616,80.0,5,5,total_yards_adj
0.20512820512820512,4728.230517924418,80.0,5,5,total_yards_adj
0.20512820512820512,4788.884131902676,80.0,5,5,total_yards_adj
0.20512820512820512,4849.5377458809335,80.0,5,5,total_yards_adj
0.20512820512820512,4910.191359859191,80.0,5,5,total_yards_adj
0.20512820512820512,4970.844973837449,80.0,5,5,total_yards_adj
0.20512820512820512,5031.498587815707,80.0,5,5,total_yards_adj
0.20512820512820512,5092.152201793964,80.0,5,5,total_yards_adj
0.20512820512820512,5152.805815772223,80.0,5,5,total_yards_adj
0.20512820512820512,5213.45942975048,100.0,5,5,total_yards_adj
0.20512820512820512,5274.1130437287375,100.0,5,5,total_yards_adj
0.20512820512820512,5334.766657706996,100.0,5,5,total_yards_adj
0.20512820512820512,5395.420271685253,100.0,5,5,total_yards_adj
0.20512820512820512,5456.073885663511,100.0,5,5,total_yards_adj
0.20512820512820512,5516.727499641769,100.0,5,5,total_yards_adj
0.20512820512820512,5577.381113620027,100.0,5,5,total_yards_adj
0.20512820512820512,5638.034727598284,100.0,5,5,total_yards_adj
0.20512820512820512,5698.688341576542,100.0,5,5,total_yards_adj
0.20512820512820512,5759.3419555548,100.0,5,5,total_yards_adj
0.20512820512820512,5819.995569533057,100.0,5,5,total_yards_adj
0.20512820512820512,5880.649183511316,100.0,5,5,total_yards_adj
0.20512820512820512,5941.302797489573,100.0,5,5,total_yards_adj
0.20512820512820512,6001.956411467831,100.0,5,5,total_yards_adj
0.3076923076923077,-2.751372379687639,40.0,5,5,total_yards_adj
0.3076923076923077,57.90224159857012,40.0,5,5,total_yards_adj
0.3076923076923077,118.55585557682788,40.0,5,5,total_yards_adj
0.3076923076923077,179.20946955508563,60.0,5,5,total_yards_adj
0.3076923076923077,239.8630835333434,60.0,5,5,total_yards_adj
0.3076923076923077,300.51669751160114,40.0,5,5,total_yards_adj
0.3076923076923077,361.1703114898589,20.0,5,5,total_yards_adj
0.3076923076923077,421.82392546811667,20.0,5,5,total_yards_adj
0.3076923076923077,482.4775394463744,20.0,5,5,total_yards_adj
0.3076923076923077,543.1311534246322,20.0,5,5,total_yards_adj
0.3076923076923077,603.78476740289,20.0,5,5,total_yards_adj
0.3076923076923077,664.4383813811478,0.0,5,5,total_yards_adj
0.3076923076923077,725.0919953594055,0.0,5,5,total_yards_adj
0.3076923076923077,785.7456093376633,0.0,5,5,total_yards_adj
0.3076923076923077,846.3992233159211,0.0,5,5,total_yards_adj
0.3076923076923077,907.0528372941787,20.0,5,5,total_yards_adj
0.3076923076923077,967.7064512724365,20.0,5,5,total_yards_adj
0.3076923076923077,1028.3600652506943,20.0,5,5,total_yards_adj
0.3076923076923077,1089.013679228952,20.0,5,5,total_yards_adj
0.3076923076923077,1149.66729320721,20.0,5,5,total_yards_adj
0.3076923076923077,1210.3209071854676,20.0,5,5,total_yards_adj
0.3076923076923077,1270.9745211637253,20.0,5,5,total_yards_adj
0.3076923076923077,1331.6281351419832,20.0,5,5,total_yards_adj
0.3076923076923077,1392.2817491202409,20.0,5,5,total_yards_adj
0.3076923076923077,1452.9353630984986,20.0,5,5,total_yards_adj
0.3076923076923077,1513.5889770767565,20.0,5,5,total_yards_adj
0.3076923076923077,1574.2425910550141,40.0,5,5,total_yards_adj
0.3076923076923077,1634.8962050332718,40.0,5,5,total_yards_adj
0.3076923076923077,1695.5498190115297,40.0,5,5,total_yards_adj
0.3076923076923077,1756.2034329897874,60.0,5,5,total_yards_adj
0.3076923076923077,1816.857046968045,60.0,5,5,total_yards_adj
0.3076923076923077,1877.510660946303,60.0,5,5,total_yards_adj
0.3076923076923077,1938.1642749245607,60.0,5,5,total_yards_adj
0.3076923076923077,1998.8178889028184,60.0,5,5,total_yards_adj
0.3076923076923077,2059.471502881076,60.0,5,5,total_yards_adj
0.3076923076923077,2120.125116859334,40.0,5,5,total_yards_adj
0.3076923076923077,2180.7787308375914,20.0,5,5,total_yards_adj
0.3076923076923077,2241.4323448158493,0.0,5,5,total_yards_adj
0.3076923076923077,2302.0859587941072,0.0,5,5,total_yards_adj
0.3076923076923077,2362.7395727723647,20.0,5,5,total_yards_adj
0.3076923076923077,2423.3931867506226,20.0,5,5,total_yards_adj
0.3076923076923077,2484.0468007288805,20.0,5,5,total_yards_adj
0.3076923076923077,2544.700414707138,40.0,5,5,total_yards_adj
0.3076923076923077,2605.354028685396,40.0,5,5,total_yards_adj
0.3076923076923077,2666.0076426636538,60.0,5,5,total_yards_adj
0.3076923076923077,2726.661256641911,60.0,5,5,total_yards_adj
0.3076923076923077,2787.314870620169,60.0,5,5,total_yards_adj
0.3076923076923077,2847.968484598427,60.0,5,5,total_yards_adj
0.3076923076923077,2908.6220985766845,40.0,5,5,total_yards_adj
0.3076923076923077,2969.2757125549424,40.0,5,5,total_yards_adj
0.3076923076923077,3029.9293265332003,20.0,5,5,total_yards_adj
0.3076923076923077,3090.5829405114578,0.0,5,5,total_yards_adj
0.3076923076923077,3151.2365544897157,0.0,5,5,total_yards_adj
0.3076923076923077,3211.8901684679736,40.0,5,5,total_yards_adj
0.3076923076923077,3272.543782446231,60.0,5,5,total_yards_adj
0.3076923076923077,3333.197396424489,60.0,5,5,total_yards_adj
0.3076923076923077,3393.851010402747,60.0,5,5,total_yards_adj
0.3076923076923077,3454.5046243810043,80.0,5,5,total_yards_adj
0.3076923076923077,3515.158238359262,80.0,5,5,total_yards_adj
0.3076923076923077,3575.81185233752,60.0,5,5,total_yards_adj
0.3076923076923077,3636.4654663157776,60.0,5,5,total_yards_adj
0.3076923076923077,3697.1190802940355,40.0,5,5,total_yards_adj
0.3076923076923077,3757.7726942722934,40.0,5,5,total_yards_adj
0.3076923076923077,3818.426308250551,40.0,5,5,total_yards_adj
0.3076923076923077,3879.0799222288088,40.0,5,5,total_yards_adj
0.3076923076923077,3939.7335362070667,20.0,5,5,total_yards_adj
0.3076923076923077,4000.387150185324,20.0,5,5,total_yards_adj
0.3076923076923077,4061.040764163582,20.0,5,5,total_yards_adj
0.3076923076923077,4121.69437814184,20.0,5,5,total_yards_adj
0.3076923076923077,4182.347992120098,20.0,5,5,total_yards_adj
0.3076923076923077,4243.001606098356,20.0,5,5,total_yards_adj
0.3076923076923077,4303.655220076614,40.0,5,5,total_yards_adj
0.3076923076923077,4364.308834054871,40.0,5,5,total_yards_adj
0.3076923076923077,4424.9624480331295,60.0,5,5,total_yards_adj
0.3076923076923077,4485.616062011387,60.0,5,5,total_yards_adj
0.3076923076923077,4546.269675989644,80.0,5,5,total_yards_adj
0.3076923076923077,4606.923289967903,80.0,5,5,total_yards_adj
0.3076923076923077,4667.57690394616,80.0,5,5,total_yards_adj
0.3076923076923077,4728.230517924418,80.0,5,5,total_yards_adj
0.3076923076923077,4788.884131902676,80.0,5,5,total_yards_adj
0.3076923076923077,4849.5377458809335,80.0,5,5,total_yards_adj
0.3076923076923077,4910.191359859191,80.0,5,5,total_yards_adj
0.3076923076923077,4970.844973837449,80.0,5,5,total_yards_adj
0.3076923076923077,5031.498587815707,80.0,5,5,total_yards_adj
0.3076923076923077,5092.152201793964,100.0,5,5,total_yards_adj
0.3076923076923077,5152.805815772223,100.0,5,5,total_yards_adj
0.3076923076923077,5213.45942975048,100.0,5,5,total_yards_adj
0.3076923076923077,5274.1130437287375,100.0,5,5,total_yards_adj
0.3076923076923077,5334.766657706996,100.0,5,5,total_yards_adj
0.3076923076923077,5395.420271685253,100.0,5,5,total_yards_adj
0.3076923076923077,5456.073885663511,100.0,5,5,total_yards_adj
0.3076923076923077,5516.727499641769,100.0,5,5,total_yards_adj
0.3076923076923077,5577.381113620027,100.0,5,5,total_yards_adj
0.3076923076923077,5638.034727598284,100.0,5,5,total_yards_adj
0.3076923076923077,5698.688341576542,100.0,5,5,total_yards_adj
0.3076923076923077,5759.3419555548,100.0,5,5,total_yards_adj
0.3076923076923077,5819.995569533057,100.0,5,5,total_yards_adj
0.3076923076923077,5880.649183511316,100.0,5,5,total_yards_adj
0.3076923076923077,5941.302797489573,100.0,5,5,total_yards_adj
0.3076923076923077,6001.956411467831,100.0,5,5,total_yards_adj
0.41025641025641024,-2.751372379687639,40.0,5,5,total_yards_adj
0.41025641025641024,57.90224159857012,40.0,5,5,total_yards_adj
0.41025641025641024,118.55585557682788,40.0,5,5,total_yards_adj
0.41025641025641024,179.20946955508563,60.0,5,5,total_yards_adj
0.41025641025641024,239.8630835333434,60.0,5,5,total_yards_adj
0.41025641025641024,300.51669751160114,40.0,5,5,total_yards_adj
0.41025641025641024,361.1703114898589,20.0,5,5,total_yards_adj
0.41025641025641024,421.82392546811667,20.0,5,5,total_yards_adj
0.41025641025641024,482.4775394463744,20.0,5,5,total_yards_adj
0.41025641025641024,543.1311534246322,20.0,5,5,total_yards_adj
0.41025641025641024,603.78476740289,20.0,5,5,total_yards_adj
0.41025641025641024,664.4383813811478,0.0,5,5,total_yards_adj
0.41025641025641024,725.0919953594055,0.0,5,5,total_yards_adj
0.41025641025641024,785.7456093376633,0.0,5,5,total_yards_adj
0.41025641025641024,846.3992233159211,0.0,5,5,total_yards_adj
0.41025641025641024,907.0528372941787,20.0,5,5,total_yards_adj
0.41025641025641024,967.7064512724365,20.0,5,5,total_yards_adj
0.41025641025641024,1028.3600652506943,20.0,5,5,total_yards_adj
0.41025641025641024,1089.013679228952,20.0,5,5,total_yards_adj
0.41025641025641024,1149.66729320721,20.0,5,5,total_yards_adj
0.41025641025641024,1210.3209071854676,20.0,5,5,total_yards_adj
0.41025641025641024,1270.9745211637253,20.0,5,5,total_yards_adj
0.41025641025641024,1331.6281351419832,20.0,5,5,total_yards_adj
0.41025641025641024,1392.2817491202409,20.0,5,5,total_yards_adj
0.41025641025641024,1452.9353630984986,20.0,5,5,total_yards_adj
0.41025641025641024,1513.5889770767565,20.0,5,5,total_yards_adj
0.41025641025641024,1574.2425910550141,40.0,5,5,total_yards_adj
0.41025641025641024,1634.8962050332718,40.0,5,5,total_yards_adj
0.41025641025641024,1695.5498190115297,40.0,5,5,total_yards_adj
0.41025641025641024,1756.2034329897874,60.0,5,5,total_yards_adj
0.41025641025641024,1816.857046968045,60.0,5,5,total_yards_adj
0.41025641025641024,1877.510660946303,60.0,5,5,total_yards_adj
