target_qb_id,target_qb_name,qb_id,qb_name,qb_type,yards_comp,anya_comp,yards_comp_rank,anya_comp_rank,decision_year,years_since_draft,season,draft_year,total_yards_adj,Pass_ANY/A_adj,got_paid,payment_year
YounBr01,Bryce Young,GabbBl00,Blaine Gabbert,comp,False,True,,2.0,4,0,2011,2011,2395.050112990346,3.77761082229303,False,
YounBr01,Bryce Young,GabbBl00,Blaine Gabbert,comp,False,True,,2.0,4,1,2012,2011,1774.8087289742089,4.825086329530557,False,
YounBr01,Bryce Young,GabbBl00,Blaine Gabbert,comp,False,True,,2.0,4,2,2013,2011,528.5069232151393,1.2370468210666965,False,
YounBr01,Bryce Young,GabbBl00,Blaine Gabbert,comp,False,True,,2.0,4,3,2014,2011,44.17839866116503,8.458116787510068,False,
YounBr01,Bryce Young,YounVi00,Vince Young,comp,True,False,4.0,,4,0,2006,2006,2889.7439782542488,4.68771468104933,False,
YounBr01,Bryce Young,YounVi00,Vince Young,comp,True,False,4.0,,4,1,2007,2006,3080.6946743792846,4.584923913656088,False,
YounBr01,Bryce Young,YounVi00,Vince Young,comp,True,False,4.0,,4,2,2008,2006,256.96678275119393,3.604635394696138,False,
YounBr01,Bryce Young,YounVi00,Vince Young,comp,True,False,4.0,,4,3,2009,2006,2250.024512669196,6.648213684328694,False,
YounBr01,Bryce Young,LeftBy00,Byron Leftwich,comp,True,False,5.0,,4,0,2003,2003,3100.68368690967,5.468246860260272,False,
YounBr01,Bryce Young,LeftBy00,Byron Leftwich,comp,True,False,5.0,,4,1,2004,2003,3263.0762356203104,5.977627243598832,False,
YounBr01,Bryce Young,LeftBy00,Byron Leftwich,comp,True,False,5.0,,4,2,2005,2003,2306.9142145968526,6.671967741935482,False,
YounBr01,Bryce Young,LeftBy00,Byron Leftwich,comp,True,False,5.0,,4,3,2006,2003,1260.5208193039252,5.5381407957529705,False,
YounBr01,Bryce Young,SancMa00,Mark Sanchez,comp,False,True,,4.0,4,0,2009,2009,2656.278938567801,4.195074371351595,True,2012.0
YounBr01,Bryce Young,SancMa00,Mark Sanchez,comp,False,True,,4.0,4,1,2010,2009,3527.7366020661298,5.533994118470803,True,2012.0
YounBr01,Bryce Young,SancMa00,Mark Sanchez,comp,False,True,,4.0,4,2,2011,2009,3705.490594362659,5.183949633853207,True,2012.0
YounBr01,Bryce Young,SancMa00,Mark Sanchez,comp,False,True,,4.0,4,3,2012,2009,3007.257398162935,4.466534266826589,True,2012.0
YounBr01,Bryce Young,YounBr01,Bryce Young,target,False,False,,,4,0,2023,2023,3138.3711780111616,3.68732907731762,False,
YounBr01,Bryce Young,YounBr01,Bryce Young,target,False,False,,,4,1,2024,2023,2652.0,5.11,False,
YounBr01,Bryce Young,DarnSa00,Sam Darnold,comp,True,False,3.0,,4,0,2018,2018,3051.8422431192357,5.303245611617845,False,
YounBr01,Bryce Young,DarnSa00,Sam Darnold,comp,True,False,3.0,,4,1,2019,2018,3127.71375391385,5.555208734393046,False,
YounBr01,Bryce Young,DarnSa00,Sam Darnold,comp,True,False,3.0,,4,2,2020,2018,2451.152462448575,4.193339371483465,False,
YounBr01,Bryce Young,DarnSa00,Sam Darnold,comp,True,False,3.0,,4,3,2021,2018,2771.175198121366,4.376094280705599,False,
YounBr01,Bryce Young,RoetBe00,Ben Roethlisberger,comp,True,False,1.0,,4,0,2004,2004,2920.8176728682934,7.2168914282473695,True,2008.0
YounBr01,Bryce Young,RoetBe00,Ben Roethlisberger,comp,True,False,1.0,,4,1,2005,2004,2585.007982931816,7.8255322580645155,True,2008.0
YounBr01,Bryce Young,RoetBe00,Ben Roethlisberger,comp,True,False,1.0,,4,2,2006,2004,3793.117232088729,5.154411939118401,True,2008.0
YounBr01,Bryce Young,RoetBe00,Ben Roethlisberger,comp,True,False,1.0,,4,3,2007,2004,3517.501773738741,6.779063574367354,True,2008.0
YounBr01,Bryce Young,CarrDa00,David Carr,comp,True,True,2.0,3.0,4,0,2002,2002,3053.1658995873145,3.3881575125992995,False,
YounBr01,Bryce Young,CarrDa00,David Carr,comp,True,True,2.0,3.0,4,1,2003,2002,2292.4084381525545,5.113436949480025,False,
YounBr01,Bryce Young,CarrDa00,David Carr,comp,True,True,2.0,3.0,4,2,2004,2002,4045.8342448772382,5.904729350384211,False,
YounBr01,Bryce Young,CarrDa00,David Carr,comp,True,True,2.0,3.0,4,3,2005,2002,2945.265819183927,3.917962365591397,False,
YounBr01,Bryce Young,PondCh00,Christian Ponder,comp,False,True,,5.0,4,0,2011,2011,2146.4289939948085,4.362729889876461,False,
YounBr01,Bryce Young,PondCh00,Christian Ponder,comp,False,True,,5.0,4,1,2012,2011,3293.416896373561,5.111927979693733,False,
YounBr01,Bryce Young,PondCh00,Christian Ponder,comp,False,True,,5.0,4,2,2013,2011,1853.380028974728,4.856175537245296,False,
YounBr01,Bryce Young,PondCh00,Christian Ponder,comp,False,True,,5.0,4,3,2014,2011,244.52229956644837,1.9997477567575077,False,
YounBr01,Bryce Young,WilsZa00,Zach Wilson,comp,False,True,,1.0,4,0,2021,2021,2539.319870522998,3.883154924947957,False,
YounBr01,Bryce Young,WilsZa00,Zach Wilson,comp,False,True,,1.0,4,1,2022,2021,1799.600378196428,4.989835980426998,False,
YounBr01,Bryce Young,WilsZa00,Zach Wilson,comp,False,True,,1.0,4,2,2023,2021,2488.638103458052,4.298543951546899,False,
