player_id,player_name,similarity_score,year_3_Pass_ANY/A_adj,got_paid,payment_year,draft_year
NewtCa00,Cam Newton,0.4551476312518034,5.560523099147151,True,2015.0,2011
MariMa01,Marcus Mariota,0.5227936123601408,5.819401195954696,False,,2015
WinsJa00,Jameis Winston,0.5776069527478199,6.457005153076689,False,,2015
BurrJo01,Joe Burrow,0.7515777298288626,5.561053363889344,True,2023.0,2020
RyanMa00,Matt Ryan,0.7643993239656364,7.011163564201466,True,2013.0,2008
