target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid,is_projection
PeniMi00,Michael Penix,2,total_yards_adj,10,30.0,3,7,True
PeniMi00,Michael Penix,2,Pass_ANY/A_adj,10,50.0,5,5,True
