target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid
JoneDa05,Daniel Jones,4,total_yards_adj,5,40.0,2,3
JoneDa05,Daniel Jones,4,Pass_ANY/A_adj,5,20.0,1,4
