Variable,Ridge_Coefficient,Abs_Coefficient
Pass_ANY/A,1.3046191723300586,1.3046191723300586
Pass_TD,0.9647694468941095,0.9647694468941095
total_yards,-0.47782819621849393,0.47782819621849393
Rush_Rushing_Succ%,-0.30811044437613394,0.30811044437613394
Pass_Succ%,-0.08502100514590054,0.08502100514590054
