target_qb_id,target_qb_name,decision_year,metric,n_comps,payment_rate_pct,comps_paid,comps_not_paid
StafMa00,Matthew Stafford,4,total_yards_adj,5,80.0,4,1
StafMa00,Matthew Stafford,4,Pass_ANY/A_adj,5,80.0,4,1
