season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 31_level_0_Fmb,Rush_Unnamed: 32_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards,Rush_Receiving_Y/R,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,Rush_Unnamed: 30_level_0_Fmb,Rush_Unnamed: 31_level_0_Awards,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,AdvPass_Unnamed: 31_level_0_Awards,Rush_Unnamed: 28_level_0_Fmb,Rush_Unnamed: 29_level_0_Awards
2012,22,WAS,NFL,QB,15.0,15.0,9-6-0,258.0,393.0,65.6,3200.0,20.0,5.1,5.0,1.3,151.0,45.6,88.0,8.1,8.59,12.4,213.3,102.4,69.4,30.0,217.0,7.09,7.05,7.47,3.0,2.0,18.0,"PB,AP ORoY-1",22,WAS,NFL,QB,15.0,15.0,120.0,815.0,7.0,45.0,56.7,76.0,6.8,54.3,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,6.8,815.0,7.0,,,Robert Griffin III,GrifRo01,2012.0,WAS,4015.0,,,,12.0,"PB,AP ORoY-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,26,MIA,NFL,QB,16.0,16.0,8-8-0,392.0,590.0,66.4,4045.0,27.0,4.6,12.0,2.0,225.0,47.3,50.0,6.9,6.86,10.3,252.8,92.8,60.5,46.0,337.0,7.23,5.83,5.83,2.0,1.0,14.0,,26,MIA,NFL,QB,16.0,16.0,56.0,311.0,1.0,18.0,55.4,40.0,5.6,19.4,3.5,1.0,1.0,-4.0,0.0,0.0,0.0,,0.1,-0.3,100.0,-4.0,57.0,5.4,307.0,1.0,,,Ryan Tannehill,TannRy00,2012.0,MIA,4356.0,-4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,29,CLE,NFL,QB,15.0,15.0,5-10-0,297.0,517.0,57.4,3385.0,14.0,2.7,17.0,3.3,169.0,40.7,71.0,6.5,5.61,11.4,225.7,72.6,33.9,28.0,186.0,5.14,5.87,4.98,1.0,1.0,7.0,,29,CLE,NFL,QB,15.0,15.0,27.0,111.0,0.0,12.0,51.9,25.0,4.1,7.4,1.8,1.0,0.0,-9.0,0.0,0.0,0.0,-9.0,0.0,-0.6,0.0,-9.0,27.0,3.8,102.0,0.0,6.0,,Brandon Weeden,WeedBr00,2012.0,CLE,3496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,23,BUF,NFL,QB,10.0,10.0,4-6-0,180.0,306.0,58.8,1972.0,11.0,3.6,9.0,2.9,89.0,40.7,45.0,6.4,5.84,11.0,197.2,77.7,38.2,28.0,159.0,8.38,5.43,4.87,1.0,2.0,5.0,,23,BUF,NFL,QB,10.0,10.0,53.0,186.0,2.0,18.0,41.5,19.0,3.5,18.6,5.3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,53.0,3.5,186.0,2.0,,,EJ Manuel,ManuEJ00,2013.0,BUF,2158.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,23,JAX,NFL,QB,16.0,16.0,5-11-0,355.0,606.0,58.6,4428.0,35.0,5.8,18.0,3.0,220.0,45.1,90.0,7.3,7.13,12.5,276.8,88.2,51.4,51.0,320.0,7.76,6.25,6.09,3.0,4.0,14.0,,23,JAX,NFL,QB,16.0,16.0,52.0,310.0,2.0,24.0,61.5,28.0,6.0,19.4,3.3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,52.0,6.0,310.0,2.0,,,Blake Bortles,BortBl00,2014.0,JAX,4738.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,23,CLE,NFL,QB,9,6,2-4-0,129,223,57.8,1500.0,7,3.1,5,2.2,72,41.3,61,6.7,6.35,11.6,166.7,79.4,58.6,19,141,7.85,5.62,5.26,0,0,4,,23,CLE,NFL,QB,9,6,37,230.0,0,11,45.9,34,6.2,25.6,4.1,0,0,0,0,0,,,0.0,0.0,,,37,6.2,230,0,,,Johnny Manziel,ManzJo00,2014.0,CLE,1730.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,28,CAR,NFL,QB,15.0,15.0,4-11-0,340.0,492.0,69.1,3733.0,15.0,3.0,11.0,2.2,174.0,46.1,75.0,7.6,7.19,11.0,248.9,92.1,56.8,31.0,205.0,5.93,6.75,6.37,0.0,0.0,13.0,,28,CAR,NFL,QB,15.0,15.0,53.0,279.0,5.0,18.0,50.9,18.0,5.3,18.6,3.5,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,53.0,5.3,279.0,5.0,,,Teddy Bridgewater,BridTe00,2014.0,MIN,4012.0,,,,,,6.0,,28,CAR,NFL,QB,15.0,15.0,340.0,492.0,3511.0,7.1,1853.0,5.5,3.8,1880.0,5.5,5.0,19.0,2.0,20.0,4.2,61.0,13.0,379.0,80.5,2.3,154.0,42.0,38.0,111.0,19.8,37.0,7.4,22.0,114.0,20.0,107.0,2.0,7.0,91.0,637.0,,,,
2019,25,TAM,NFL,QB,16.0,16.0,7-9-0,380.0,626.0,60.7,5109.0,33.0,5.3,30.0,4.8,243.0,46.7,71.0,8.2,7.06,13.4,319.3,84.3,55.7,47.0,282.0,6.98,7.17,6.15,2.0,2.0,15.0,,25,TAM,NFL,QB,16.0,16.0,59.0,250.0,1.0,18.0,37.3,26.0,4.2,15.6,3.7,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,59.0,4.2,250.0,1.0,,,Jameis Winston,WinsJa00,2015.0,TAM,5359.0,,,,,,12.0,,25,TAM,NFL,QB,16.0,16.0,380.0,626.0,6486.0,10.4,3249.0,8.6,5.2,1860.0,4.9,11.0,22.0,2.0,23.0,3.8,124.0,20.6,421.0,69.9,2.5,241.0,60.0,54.0,161.0,22.9,31.0,7.4,9.0,82.0,8.0,80.0,1.0,2.0,93.0,1133.0,,,,
2016,23,TEN,NFL,QB,15.0,15.0,8-7-0,276.0,451.0,61.2,3426.0,26.0,5.8,9.0,2.0,157.0,45.1,60.0,7.6,7.85,12.4,228.4,95.6,59.1,23.0,156.0,4.85,6.9,7.14,2.0,2.0,13.0,,23,TEN,NFL,QB,15.0,15.0,60.0,349.0,2.0,22.0,60.0,41.0,5.8,23.3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,5.8,349.0,2.0,,,Marcus Mariota,MariMa01,2015.0,TEN,3775.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,24,LAR,NFL,QB,16.0,16.0,13-3-0,364.0,561.0,64.9,4688.0,32.0,5.7,12.0,2.1,233.0,50.7,70.0,8.4,8.53,12.9,293.0,101.1,63.6,33.0,223.0,5.56,7.52,7.69,4.0,4.0,18.0,PB,24,LAR,NFL,QB,16.0,16.0,43.0,108.0,2.0,9.0,32.6,16.0,2.5,6.8,2.7,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,43.0,2.5,108.0,2.0,,,Jared Goff,GoffJa00,2016.0,LAR,4796.0,,12.0,PB,,,,,24,LAR,NFL,QB,16.0,16.0,364.0,561.0,4865.0,8.7,2562.0,7.0,4.6,2126.0,5.8,0.0,29.0,2.0,13.0,2.5,93.0,17.5,,,2.6,151.0,66.0,34.0,133.0,21.7,18.0,6.2,,,,,,,,,PB,,,
2019,27,PHI,NFL,QB,16.0,16.0,9-7-0,388.0,607.0,63.9,4039.0,27.0,4.4,7.0,1.2,213.0,48.4,53.0,6.7,7.02,10.4,252.4,93.1,62.8,37.0,230.0,5.75,5.91,6.26,2.0,4.0,12.0,AP CPoY-5,27,PHI,NFL,QB,16.0,16.0,62.0,243.0,1.0,21.0,62.9,19.0,3.9,15.2,3.9,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,62.0,3.9,243.0,1.0,,,Carson Wentz,WentCa00,2016.0,PHI,4282.0,,16.0,AP CPoY-5,,,,,27,PHI,NFL,QB,16.0,16.0,388.0,607.0,4878.0,8.0,2235.0,5.8,3.7,1804.0,4.6,16.0,10.0,1.0,28.0,4.7,106.0,17.8,431.0,72.3,2.4,184.0,67.0,53.0,157.0,23.4,28.0,6.3,79.0,447.0,68.0,396.0,7.0,51.0,149.0,1062.0,AP CPoY-5,,,
2016,22,DEN,NFL,QB,3,2,1-1-0,49,83,59.0,497.0,2,2.4,1,1.2,25,41.3,31,6.0,5.93,10.1,165.7,79.2,24.1,9,42,9.78,4.95,4.89,0,0,1,,22,DEN,NFL,QB,3,2,11,25.0,0,1,18.2,10,2.3,8.3,3.7,0,0,0,0,0,,,0.0,0.0,,,11,2.3,25,0,,,Paxton Lynch,LyncPa00,2016.0,DEN,522.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,24,CHI,NFL,QB,14.0,14.0,11-3-0,289.0,434.0,66.6,3223.0,24.0,5.5,12.0,2.8,151.0,48.9,70.0,7.4,7.29,11.2,230.2,95.4,71.0,24.0,143.0,5.24,6.72,6.59,1.0,2.0,13.0,PB,24,CHI,NFL,QB,14.0,14.0,68.0,421.0,3.0,29.0,58.8,39.0,6.2,30.1,4.9,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,68.0,6.2,421.0,3.0,,,Mitchell Trubisky,TrubMi00,2017.0,CHI,3644.0,,,,,,6.0,PB,24,CHI,NFL,QB,14.0,14.0,289.0,434.0,3836.0,8.8,1809.0,6.3,4.2,1414.0,4.9,0.0,10.0,1.0,11.0,2.6,78.0,18.4,,,2.4,120.0,59.0,18.0,101.0,20.4,36.0,8.9,,,,,,,,,PB,,,
2022,27,KAN,NFL,QB,17,17,14-3-0,435,648,67.1,5250.0,41,6.3,12,1.9,272,54.6,67,8.1,8.53,12.1,308.8,105.2,79.0,26,188,3.86,7.51,7.93,4,4,19,"PB,AP-1,AP MVP-1,AP OPoY-2",27,KAN,NFL,QB,17,17,61,358.0,4,25,59.0,20,5.9,21.1,3.6,1,1,6,0,0,100.0,6.0,0.1,0.4,100.0,6.0,62,5.9,364,4,,,Patrick Mahomes,MahoPa00,2017.0,KAN,5608.0,6.0,5,"PB,AP-1,AP MVP-1,AP OPoY-2",,,,,27,KAN,NFL,QB,17.0,17.0,435.0,648.0,4686.0,7.2,2397.0,5.5,3.7,2853.0,6.6,8.0,33.0,0.0,33.0,5.4,95.0,15.4,474.0,77.1,2.6,160.0,58.0,56.0,140.0,19.4,46.0,7.5,91.0,713.0,86.0,692.0,4.0,21.0,143.0,1394.0,"PB,AP-1,AP MVP-1,AP OPoY-2",,,
2020,25,HOU,NFL,QB,16.0,16.0,4-12-0,382.0,544.0,70.2,4823.0,33.0,6.1,7.0,1.3,221.0,54.5,77.0,8.9,9.5,12.6,301.4,112.4,63.7,49.0,293.0,8.26,7.64,8.22,0.0,0.0,16.0,PB,25,HOU,NFL,QB,16.0,16.0,90.0,444.0,3.0,31.0,53.3,16.0,4.9,27.8,5.6,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,90.0,4.9,444.0,3.0,,,Deshaun Watson,WatsDe00,2017.0,HOU,5267.0,,8.0,PB,,,,,25,HOU,NFL,QB,16.0,16.0,382.0,544.0,4840.0,8.9,2847.0,7.5,5.2,1976.0,5.2,5.0,19.0,2.0,19.0,3.6,79.0,15.1,420.0,80.3,2.5,168.0,75.0,47.0,171.0,26.1,62.0,6.4,73.0,598.0,56.0,519.0,13.0,79.0,81.0,834.0,PB,,,
2024,29,TAM,NFL,QB,17.0,17.0,10-7-0,407.0,570.0,71.4,4500.0,41.0,7.2,16.0,2.8,224.0,53.9,57.0,7.9,8.07,11.1,264.7,106.8,61.6,40.0,248.0,6.56,6.97,7.13,2.0,2.0,17.0,"PB,AP MVP-11,AP OPoY-11",29,TAM,NFL,QB,17.0,17.0,60.0,378.0,3.0,24.0,51.7,28.0,6.3,22.2,3.5,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,60.0,6.3,378.0,3.0,,,Baker Mayfield,MayfBa00,2018.0,CLE,4878.0,,13.0,"PB,AP MVP-11,AP OPoY-11",,,,,29,TAM,NFL,QB,17.0,17.0,407.0,570.0,3966.0,7.0,2061.0,5.1,3.6,2439.0,6.0,14.0,7.0,1.0,27.0,4.8,63.0,11.2,442.0,78.6,2.2,175.0,49.0,20.0,109.0,16.7,44.0,8.7,49.0,432.0,45.0,424.0,2.0,8.0,117.0,1087.0,"PB,AP MVP-11,AP OPoY-11",,,
2024,27,MIN,NFL,QB,17.0,17.0,14-3-0,361.0,545.0,66.2,4319.0,35.0,6.4,12.0,2.2,207.0,47.7,97.0,7.9,8.22,12.0,254.1,102.5,60.4,48.0,335.0,8.09,6.72,6.99,3.0,5.0,14.0,"PB,AP MVP-10,AP CPoY-3",27,MIN,NFL,QB,17.0,17.0,67.0,212.0,1.0,23.0,41.8,19.0,3.2,12.5,3.9,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,67.0,3.2,212.0,1.0,,,Sam Darnold,DarnSa00,2018.0,NYJ,4531.0,,,,,,8.0,"PB,AP MVP-10,AP CPoY-3",27,MIN,NFL,QB,17.0,17.0,361.0,545.0,4561.0,8.4,2566.0,7.1,4.7,1753.0,4.9,10.0,29.0,1.0,19.0,3.7,77.0,15.0,400.0,77.7,2.6,137.0,52.0,52.0,152.0,24.5,28.0,7.9,28.0,218.0,25.0,185.0,3.0,33.0,149.0,1474.0,"PB,AP MVP-10,AP CPoY-3",,,
2021,25,BUF,NFL,QB,17,17,11-6-0,409,646,63.3,4407.0,36,5.6,15,2.3,234,49.4,61,6.8,6.89,10.8,259.2,92.2,66.3,26,164,3.87,6.31,6.38,0,0,19,,25,BUF,NFL,QB,17,17,122,763.0,6,54,61.5,34,6.3,44.9,7.2,0,0,0,0,0,,,0.0,0.0,,,122,6.3,763,6,,,Josh Allen,AlleJo02,,,5170.0,,8,,,,,,25,BUF,NFL,QB,17.0,17.0,409.0,646.0,5304.0,8.2,2664.0,6.5,4.1,1743.0,4.3,16.0,32.0,0.0,35.0,5.7,107.0,17.4,459.0,74.8,2.4,182.0,95.0,64.0,185.0,25.7,48.0,9.6,124.0,916.0,93.0,762.0,31.0,154.0,178.0,1643.0,,,,
2018,21,ARI,NFL,QB,14.0,13.0,3-10-0,217.0,393.0,55.2,2278.0,11.0,2.8,14.0,3.6,112.0,36.3,75.0,5.8,4.75,10.5,162.7,66.7,24.1,45.0,320.0,10.27,4.47,3.53,1.0,2.0,2.0,,21,ARI,NFL,QB,14.0,13.0,23.0,138.0,0.0,8.0,39.1,33.0,6.0,9.9,1.6,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,23.0,6.0,138.0,0.0,,,Josh Rosen,RoseJo01,2018.0,ARI,2416.0,,,,,,10.0,,21,ARI,NFL,QB,14.0,13.0,217.0,393.0,3262.0,8.3,1301.0,6.0,3.3,977.0,4.5,0.0,22.0,1.0,21.0,5.7,76.0,20.5,,,2.3,106.0,39.0,38.0,122.0,27.0,14.0,10.4,,,,,,,,,,,,
2024,27,BAL,NFL,QB,17,17,12-5-0,316,474,66.7,4172.0,41,8.6,4,0.8,198,51.3,84,8.8,10.15,13.2,245.4,119.6,77.3,23,149,4.63,8.09,9.38,2,2,21,"PB,AP-1,AP MVP-2,AP OPoY-2",27,BAL,NFL,QB,17,17,139,915.0,4,47,56.1,48,6.6,53.8,8.2,0,0,0,0,0,,,0.0,0.0,,,139,6.6,915,4,,,Lamar Jackson,JackLa00,2018.0,BAL,5087.0,,,,10.0,"PB,AP-1,AP MVP-2,AP OPoY-2",,,27,BAL,NFL,QB,17.0,17.0,316.0,474.0,4056.0,8.6,2087.0,6.6,4.4,2085.0,6.6,12.0,13.0,5.0,28.0,6.1,69.0,15.1,359.0,78.7,2.5,162.0,53.0,31.0,107.0,19.7,45.0,9.0,95.0,724.0,59.0,566.0,32.0,158.0,104.0,1014.0,"PB,AP-1,AP MVP-2,AP OPoY-2",,,
2020,23,ARI,NFL,QB,16,16,8-8-0,375,558,67.2,3971.0,26,4.7,12,2.2,205,48.9,80,7.1,7.08,10.6,248.2,94.3,61.9,27,176,4.62,6.49,6.45,3,4,16,PB,23,ARI,NFL,QB,16,16,133,819.0,11,52,57.1,48,6.2,51.2,8.3,0,0,0,0,0,,,0.0,0.0,,,133,6.2,819,11,,,Kyler Murray,MurrKy00,2019.0,ARI,4790.0,,,,,,9.0,PB,23,ARI,NFL,QB,16.0,16.0,375.0,558.0,4340.0,7.8,2213.0,5.9,4.0,1758.0,4.7,14.0,25.0,8.0,13.0,2.5,88.0,16.8,405.0,77.1,2.4,156.0,55.0,24.0,106.0,16.7,51.0,8.4,171.0,1395.0,121.0,1107.0,43.0,288.0,107.0,877.0,PB,,,
2022,25,NYG,NFL,QB,16,16,9-6-1,317,472,67.2,3205.0,15,3.2,5,1.1,156,45.7,65,6.8,6.95,10.1,200.3,92.5,62.9,44,243,8.53,5.74,5.89,4,5,15,AP CPoY-11,25,NYG,NFL,QB,16,16,120,708.0,7,57,59.2,25,5.9,44.3,7.5,0,0,0,0,0,,,0.0,0.0,,,120,5.9,708,7,,,Daniel Jones,JoneDa05,2019.0,NYG,3913.0,,6,AP CPoY-11,,,,,25,NYG,NFL,QB,16.0,16.0,317.0,472.0,3024.0,6.4,1609.0,5.1,3.4,1596.0,5.0,11.0,24.0,5.0,29.0,6.5,54.0,12.2,359.0,81.0,2.5,137.0,46.0,53.0,143.0,25.1,53.0,7.2,49.0,310.0,39.0,240.0,9.0,70.0,141.0,984.0,AP CPoY-11,,,
2020,23,WAS,NFL,QB,7,6,1-5-0,148,241,61.4,1439.0,5,2.1,7,2.9,73,37.9,50,6.0,5.08,9.7,205.6,73.0,24.8,20,141,7.66,4.97,4.15,1,1,1,,23,WAS,NFL,QB,7,6,20,46.0,1,6,40.0,19,2.3,6.6,2.9,0,0,0,0,0,,,0.0,0.0,,,20,2.3,46,1,,,Dwayne Haskins,HaskDw00,2019.0,WAS,1485.0,,,,,,6.0,,23,WAS,NFL,QB,7.0,6.0,148.0,241.0,1622.0,6.7,572.0,3.9,2.4,867.0,5.9,5.0,4.0,0.0,12.0,5.1,53.0,22.4,165.0,69.6,2.3,66.0,17.0,24.0,61.0,22.8,7.0,8.3,40.0,231.0,35.0,224.0,3.0,7.0,36.0,160.0,,,,
2024,28,CIN,NFL,QB,17,17,9-8-0,460,652,70.6,4918.0,43,6.6,9,1.4,253,53.6,70,7.5,8.24,10.7,289.3,108.5,74.7,48,278,6.86,6.63,7.28,1,2,16,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",28,CIN,NFL,QB,17,17,42,201.0,2,16,47.6,47,4.8,11.8,2.5,0,0,0,0,0,,,0.0,0.0,,,42,4.8,201,2,,,Joe Burrow,BurrJo01,2020.0,CIN,5119.0,,,,,,11.0,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",28,CIN,NFL,QB,17.0,17.0,460.0,652.0,4603.0,7.1,2726.0,5.9,4.2,2192.0,4.8,10.0,20.0,1.0,30.0,4.8,73.0,11.6,507.0,80.3,2.2,164.0,38.0,69.0,155.0,21.5,22.0,9.3,97.0,838.0,89.0,819.0,3.0,19.0,68.0,471.0,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",,,
2023,25,MIA,NFL,QB,17,17,11-6-0,388,560,69.3,4624.0,29,5.2,14,2.5,222,50.8,78,8.3,8.17,11.9,272.0,101.1,60.8,29,171,4.92,7.56,7.48,2,2,16,"PB,AP CPoY-5",25,MIA,NFL,QB,17,17,35,74.0,0,5,20.0,9,2.1,4.4,2.1,0,0,0,0,0,,,0.0,0.0,,,35,2.1,74,0,,,Tua Tagovailoa,TagoTu00,2020.0,MIA,4698.0,,,,,,13.0,"PB,AP CPoY-5",25,MIA,NFL,QB,17.0,17.0,388.0,560.0,4290.0,7.7,2447.0,6.3,4.4,2177.0,5.6,9.0,14.0,2.0,24.0,4.4,78.0,14.3,430.0,79.0,2.1,116.0,39.0,27.0,95.0,15.7,15.0,5.3,111.0,1073.0,105.0,1069.0,1.0,4.0,126.0,1145.0,"PB,AP CPoY-5",,,
2021,23,LAC,NFL,QB,17,17,9-8-0,443,672,65.9,5014.0,38,5.7,15,2.2,256,51.1,72,7.5,7.59,11.3,294.9,97.7,70.9,31,214,4.41,6.83,6.95,5,5,18,PB,23,LAC,NFL,QB,17,17,63,302.0,3,28,58.7,36,4.8,17.8,3.7,0,0,0,0,0,,,0.0,0.0,,,63,4.8,302,3,,,Justin Herbert,HerbJu00,2020.0,LAC,5316.0,,1,PB,,,,,23,LAC,NFL,QB,17.0,17.0,443.0,672.0,5076.0,7.6,2627.0,5.9,3.9,2387.0,5.4,17.0,14.0,1.0,38.0,5.8,96.0,14.6,527.0,80.2,2.4,155.0,51.0,61.0,143.0,19.4,36.0,7.8,54.0,516.0,46.0,484.0,6.0,32.0,166.0,1515.0,PB,,,
2023,25,GNB,NFL,QB,17,17,9-8-0,372,579,64.2,4159.0,32,5.5,11,1.9,209,47.6,77,7.2,7.43,11.2,244.6,96.1,62.1,30,242,4.93,6.43,6.67,2,3,15,,25,GNB,NFL,QB,17,17,50,247.0,4,16,44.0,37,4.9,14.5,2.9,0,0,0,0,0,,,0.0,0.0,,,50,4.9,247,4,,,Jordan Love,LoveJo03,2020.0,GNB,4406.0,,,,,,9.0,,25,GNB,NFL,QB,17.0,17.0,372.0,579.0,4902.0,8.5,2242.0,6.0,3.9,1917.0,5.2,8.0,18.0,2.0,29.0,5.2,98.0,17.5,428.0,76.6,2.5,215.0,47.0,42.0,119.0,18.8,24.0,8.5,75.0,535.0,63.0,495.0,9.0,40.0,113.0,1105.0,,,,
2022,23,JAX,NFL,QB,17,17,9-8-0,387,584,66.3,4113.0,25,4.3,8,1.4,206,48.1,59,7.0,7.28,10.6,241.9,95.2,56.1,27,184,4.42,6.43,6.66,3,2,14,"PB,AP MVP-7,AP CPoY-12",23,JAX,NFL,QB,17,17,62,291.0,5,27,59.7,24,4.7,17.1,3.6,0,0,0,0,0,,,0.0,0.0,,,62,4.7,291,5,,,Trevor Lawrence,LawrTr00,2021.0,JAX,4404.0,,,,,,,,23,JAX,NFL,QB,17.0,17.0,387.0,584.0,4328.0,7.4,2111.0,5.5,3.6,2002.0,5.2,17.0,16.0,2.0,40.0,7.1,85.0,15.0,431.0,76.1,2.2,158.0,45.0,39.0,111.0,17.5,24.0,9.1,64.0,449.0,56.0,434.0,4.0,15.0,140.0,1265.0,"PB,AP MVP-7,AP CPoY-12",,12.0,"PB,AP MVP-7,AP CPoY-12"
2021,22,NYJ,NFL,QB,13,13,3-10-0,213,383,55.6,2334.0,9,2.3,11,2.9,112,37.0,54,6.1,5.27,11.0,179.5,69.7,33.4,44,370,10.3,4.6,3.86,1,1,5,,22,NYJ,NFL,QB,13,13,29,185.0,4,10,44.8,52,6.4,14.2,2.2,1,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,29,6.4,185,4,,,Zach Wilson,WilsZa00,2021.0,NYJ,2519.0,,5,,,,,,22,NYJ,NFL,QB,13.0,13.0,213.0,383.0,2900.0,7.6,1245.0,5.8,3.3,1089.0,5.1,5.0,16.0,1.0,25.0,6.8,87.0,23.8,256.0,69.9,2.5,127.0,66.0,26.0,136.0,30.6,17.0,10.5,18.0,76.0,14.0,72.0,1.0,4.0,81.0,468.0,,,,
2021,21,SFO,NFL,QB,6.0,2.0,1-1-0,41.0,71.0,57.7,603.0,5.0,7.0,2.0,2.8,27.0,38.7,76.0,8.5,8.63,14.7,100.5,97.3,39.0,4.0,15.0,5.33,7.84,7.97,0.0,0.0,3.0,,21,SFO,NFL,QB,6.0,2.0,38.0,168.0,1.0,8.0,42.1,15.0,4.4,28.0,6.3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,38.0,4.4,168.0,1.0,,,Trey Lance,LancTr00,2021.0,SFO,771.0,,,,,,0.0,,21,SFO,NFL,QB,6.0,2.0,41.0,71.0,658.0,9.3,315.0,7.7,4.4,288.0,7.0,5.0,2.0,0.0,3.0,4.3,13.0,18.8,51.0,73.9,2.5,21.0,8.0,7.0,19.0,22.1,11.0,8.5,18.0,172.0,10.0,145.0,8.0,27.0,20.0,171.0,,,,
