Variable,Std_Coefficient,Abs_Std_Coefficient,Partial_R2,Partial_R2_%
Pass_AV,1.6934168919982189,1.6934168919982189,0.0804807175869755,8.04807175869755
Pass_Yds,-0.9451431696961999,0.9451431696961999,0.024146551239471292,2.4146551239471292
Pass_ANY/A,0.5607855733615988,0.5607855733615988,0.007539011613504343,0.7539011613504343
Pass_TD,0.539132685691238,0.539132685691238,0.006095475322587807,0.6095475322587807
Pass_Succ%,0.14668670423194202,0.14668670423194202,0.0006935758329913444,0.06935758329913444
