Variable,Ridge_Coefficient,Abs_Coefficient
Pass_ANY/A,1.158541072882944,1.158541072882944
Pass_TD,0.5361220490792798,0.5361220490792798
Rush_Rushing_Succ%,-0.26668077991128636,0.26668077991128636
Pass_Int%,-0.050401009487949136,0.050401009487949136
Pass_Sk%,-0.04303689300940293,0.04303689300940293
