player_id,player_name,draft_year,draft_team,pick_number,season,years_since_draft,got_paid,payment_year,years_to_payment,total_yards_adj
RivePh00,Philip Rivers,2004.0,NYG,4,2010,6.0,False,,,4946.726059787665
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2005,0.0,True,2008.0,-3.0,75.84375500044446
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2006,1.0,True,2008.0,-2.0,59.87473891693645
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2007,2.0,True,2008.0,-1.0,258.7322626901337
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2008,3.0,True,2008.0,0.0,4434.243873084627
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2009,4.0,True,2008.0,1.0,4947.970571841983
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2010,5.0,True,2008.0,2.0,4443.950878574471
RodgAa00,Aaron Rodgers,2005.0,GNB,24,2011,6.0,True,2008.0,3.0,5076.014512825561
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2004,0.0,True,2008.0,-4.0,2920.8176728682934
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2005,1.0,True,2008.0,-3.0,2585.007982931816
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2006,2.0,True,2008.0,-2.0,3793.117232088729
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2007,3.0,True,2008.0,-1.0,3517.501773738741
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2008,4.0,True,2008.0,0.0,3553.6625809738284
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2009,5.0,True,2008.0,1.0,4593.800046699609
RoetBe00,Ben Roethlisberger,2004.0,PIT,11,2010,6.0,True,2008.0,2.0,3506.9607681317
RoseJo01,Josh Rosen,2018.0,ARI,10,2018,0.0,False,,,2455.294991467224
RoseJo01,Josh Rosen,2018.0,ARI,10,2019,1.0,False,,,587.8399148639121
RoseJo01,Josh Rosen,2018.0,ARI,10,2021,3.0,False,,,19.15326619290868
RussJa00,JaMarcus Russell,2007.0,OAK,1,2007,0.0,False,,,394.9071377902041
RussJa00,JaMarcus Russell,2007.0,OAK,1,2008,1.0,False,,,2663.6800651038398
RussJa00,JaMarcus Russell,2007.0,OAK,1,2009,2.0,False,,,1386.4734381308797
RyanMa00,Matt Ryan,2008.0,ATL,3,2008,0.0,True,2013.0,-5.0,3701.993000285493
RyanMa00,Matt Ryan,2008.0,ATL,3,2009,1.0,True,2013.0,-4.0,3088.575314844521
RyanMa00,Matt Ryan,2008.0,ATL,3,2010,2.0,True,2013.0,-3.0,3975.4558233530856
RyanMa00,Matt Ryan,2008.0,ATL,3,2011,3.0,True,2013.0,-2.0,4414.060783499942
RyanMa00,Matt Ryan,2008.0,ATL,3,2012,4.0,True,2013.0,-1.0,5020.704553442756
RyanMa00,Matt Ryan,2008.0,ATL,3,2013,5.0,True,2013.0,0.0,4708.141596672878
RyanMa00,Matt Ryan,2008.0,ATL,3,2014,6.0,True,2013.0,1.0,4971.610956311108
SancMa00,Mark Sanchez,2009.0,NYJ,5,2009,0.0,True,2012.0,-3.0,2656.278938567801
SancMa00,Mark Sanchez,2009.0,NYJ,5,2010,1.0,True,2012.0,-2.0,3527.7366020661298
SancMa00,Mark Sanchez,2009.0,NYJ,5,2011,2.0,True,2012.0,-1.0,3705.490594362659
SancMa00,Mark Sanchez,2009.0,NYJ,5,2012,3.0,True,2012.0,0.0,3007.257398162935
SancMa00,Mark Sanchez,2009.0,NYJ,5,2014,5.0,True,2012.0,2.0,2573.64857316787
SancMa00,Mark Sanchez,2009.0,NYJ,5,2015,6.0,True,2012.0,3.0,653.6927274961351
StafMa00,Matthew Stafford,2009.0,DET,1,2009,0.0,True,2013.0,-4.0,2473.9852859209914
StafMa00,Matthew Stafford,2009.0,DET,1,2010,1.0,True,2013.0,-3.0,567.1802664099255
StafMa00,Matthew Stafford,2009.0,DET,1,2011,2.0,True,2013.0,-2.0,5299.773519921544
StafMa00,Matthew Stafford,2009.0,DET,1,2012,3.0,True,2013.0,-1.0,5261.409113309456
StafMa00,Matthew Stafford,2009.0,DET,1,2013,4.0,True,2013.0,0.0,4861.645556826983
StafMa00,Matthew Stafford,2009.0,DET,1,2014,5.0,True,2013.0,1.0,4469.210097117858
StafMa00,Matthew Stafford,2009.0,DET,1,2015,6.0,True,2013.0,2.0,4529.742238652686
StroCJ00,C.J. Stroud,2023.0,HOU,2,2023,0.0,False,,,4286.433477954542
StroCJ00,C.J. Stroud,2023.0,HOU,2,2024,1.0,False,,,3960.0
TagoTu00,Tua Tagovailoa,2020.0,MIA,5,2020,0.0,True,2024.0,-4.0,1943.738633108705
TagoTu00,Tua Tagovailoa,2020.0,MIA,5,2021,1.0,True,2024.0,-3.0,2803.433330656791
TagoTu00,Tua Tagovailoa,2020.0,MIA,5,2022,2.0,True,2024.0,-2.0,3637.404563304288
TagoTu00,Tua Tagovailoa,2020.0,MIA,5,2023,3.0,True,2024.0,-1.0,4710.564790510043
TagoTu00,Tua Tagovailoa,2020.0,MIA,5,2024,4.0,True,2024.0,0.0,2916.0
TannRy00,Ryan Tannehill,2012.0,MIA,8,2012,0.0,True,2015.0,-3.0,3620.8990658059374
TannRy00,Ryan Tannehill,2012.0,MIA,8,2013,1.0,True,2015.0,-2.0,4276.47609798449
TannRy00,Ryan Tannehill,2012.0,MIA,8,2014,2.0,True,2015.0,-1.0,4475.374524838021
TannRy00,Ryan Tannehill,2012.0,MIA,8,2015,3.0,True,2015.0,0.0,4455.971272540269
TannRy00,Ryan Tannehill,2012.0,MIA,8,2016,4.0,True,2015.0,1.0,3227.879432795782
TannRy00,Ryan Tannehill,2012.0,MIA,8,2018,6.0,True,2015.0,3.0,2158.5457623660527
TeboTi00,Tim Tebow,2010.0,DEN,25,2010,0.0,False,,,915.1754848116196
TeboTi00,Tim Tebow,2010.0,DEN,25,2011,1.0,False,,,2474.816055334748
TeboTi00,Tim Tebow,2010.0,DEN,25,2012,2.0,False,,,145.66241605667255
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2017,0.0,False,,,2487.444436599084
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2018,1.0,False,,,3703.2677768652993
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2019,2.0,False,,,3376.025442089123
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2020,3.0,False,,,2274.2651713440387
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2021,4.0,False,,,67.54046499604638
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2022,5.0,False,,,1296.9187083091576
TrubMi00,Mitchell Trubisky,2017.0,CHI,2,2023,6.0,False,,,687.834705468261
VickMi00,Michael Vick,2001.0,ATL,1,2001,0.0,True,2004.0,-3.0,1144.1956842620957
VickMi00,Michael Vick,2001.0,ATL,1,2002,1.0,True,2004.0,-2.0,3944.469375493284
VickMi00,Michael Vick,2001.0,ATL,1,2003,2.0,True,2004.0,-1.0,889.8443105582928
VickMi00,Michael Vick,2001.0,ATL,1,2004,3.0,True,2004.0,0.0,3396.1767878016503
VickMi00,Michael Vick,2001.0,ATL,1,2005,4.0,True,2004.0,1.0,3169.636927726908
VickMi00,Michael Vick,2001.0,ATL,1,2006,5.0,True,2004.0,2.0,3690.174698512241
VickMi00,Michael Vick,2001.0,ATL,1,2007,6.0,True,2004.0,3.0,0.0
WatsDe00,Deshaun Watson,2017.0,HOU,12,2017,0.0,True,2020.0,-3.0,2005.4447567501013
WatsDe00,Deshaun Watson,2017.0,HOU,12,2018,1.0,True,2020.0,-2.0,4792.703302880557
WatsDe00,Deshaun Watson,2017.0,HOU,12,2019,2.0,True,2020.0,-1.0,4322.65040843894
WatsDe00,Deshaun Watson,2017.0,HOU,12,2020,3.0,True,2020.0,0.0,5323.8020699862445
WatsDe00,Deshaun Watson,2017.0,HOU,12,2022,5.0,True,2020.0,2.0,1283.8489848920883
WatsDe00,Deshaun Watson,2017.0,HOU,12,2023,6.0,True,2020.0,3.0,1260.3618436933002
WeedBr00,Brandon Weeden,2012.0,CLE,22,2012,0.0,False,,,3611.601464781044
WeedBr00,Brandon Weeden,2012.0,CLE,22,2013,1.0,False,,,1828.654558882792
WeedBr00,Brandon Weeden,2012.0,CLE,22,2014,2.0,False,,,310.2761952481824
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,1116.810459201861
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,1099.392314425318
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,1086.072556655021
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,804.3084499756521
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,786.8903051991094
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,773.570547428812
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,360.6580565495918
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,343.239911773049
WeedBr00,Brandon Weeden,2012.0,CLE,22,2015,3.0,False,,,329.9201540027516
WeedBr00,Brandon Weeden,2012.0,CLE,22,2018,6.0,False,,,-1.0162644832231886
WentCa00,Carson Wentz,2016.0,PHI,2,2016,0.0,False,,,4017.734070830331
WentCa00,Carson Wentz,2016.0,PHI,2,2017,1.0,False,,,3663.4013722137274
WentCa00,Carson Wentz,2016.0,PHI,2,2018,2.0,False,,,3218.5096183678384
WentCa00,Carson Wentz,2016.0,PHI,2,2019,3.0,False,,,4339.88019904702
WentCa00,Carson Wentz,2016.0,PHI,2,2020,4.0,False,,,2927.231971649927
WentCa00,Carson Wentz,2016.0,PHI,2,2021,5.0,False,,,3808.475772463631
WentCa00,Carson Wentz,2016.0,PHI,2,2022,6.0,False,,,1850.8739085249292
WillCa03,Caleb Williams,2024.0,CHI,1,2024,0.0,False,,,4030.0
WilsZa00,Zach Wilson,2021.0,NYJ,2,2021,0.0,False,,,2539.319870522998
WilsZa00,Zach Wilson,2021.0,NYJ,2,2022,1.0,False,,,1799.600378196428
WilsZa00,Zach Wilson,2021.0,NYJ,2,2023,2.0,False,,,2488.638103458052
WinsJa00,Jameis Winston,2015.0,TAM,1,2015,0.0,False,,,4359.659177893504
WinsJa00,Jameis Winston,2015.0,TAM,1,2016,1.0,False,,,4347.776823851235
WinsJa00,Jameis Winston,2015.0,TAM,1,2017,2.0,False,,,3708.2385517345615
WinsJa00,Jameis Winston,2015.0,TAM,1,2018,3.0,False,,,3326.2336535894965
WinsJa00,Jameis Winston,2015.0,TAM,1,2019,4.0,False,,,5431.438109923629
WinsJa00,Jameis Winston,2015.0,TAM,1,2020,5.0,False,,,69.74413192121719
WinsJa00,Jameis Winston,2015.0,TAM,1,2021,6.0,False,,,1346.7770333539995
YounBr01,Bryce Young,2023.0,CAR,1,2023,0.0,False,,,3138.3711780111616
YounBr01,Bryce Young,2023.0,CAR,1,2024,1.0,False,,,2652.0
YounVi00,Vince Young,2006.0,TEN,3,2006,0.0,False,,,2889.7439782542488
YounVi00,Vince Young,2006.0,TEN,3,2007,1.0,False,,,3080.6946743792846
YounVi00,Vince Young,2006.0,TEN,3,2008,2.0,False,,,256.96678275119393
YounVi00,Vince Young,2006.0,TEN,3,2009,3.0,False,,,2250.024512669196
YounVi00,Vince Young,2006.0,TEN,3,2010,4.0,False,,,1433.5325414756358
YounVi00,Vince Young,2006.0,TEN,3,2011,5.0,False,,,978.9456560449296
