player_id,player_name,draft_year,draft_team,pick_number,season,years_since_draft,got_paid,payment_year,years_to_payment,total_yards_adj
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,944.0361760482938
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,944.0361760482938
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,906.8377324766358
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,906.8377324766358
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,906.8377324766358
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,891.7572823800176
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,891.7572823800176
MayfBa00,Baker Mayfield,2018.0,CLE,1,2022,4.0,False,,,891.7572823800176
MayfBa00,Baker Mayfield,2018.0,CLE,1,2023,5.0,False,,,4218.251612106375
MayfBa00,Baker Mayfield,2018.0,CLE,1,2024,6.0,False,,,4878.0
MurrKy00,Kyler Murray,2019.0,ARI,1,2019,0.0,True,2022.0,-3.0,4323.663925533533
MurrKy00,Kyler Murray,2019.0,ARI,1,2020,1.0,True,2022.0,-2.0,4841.657853661309
MurrKy00,Kyler Murray,2019.0,ARI,1,2021,2.0,True,2022.0,-1.0,4243.96056169187
MurrKy00,Kyler Murray,2019.0,ARI,1,2022,3.0,True,2022.0,0.0,2800.9422646118705
MurrKy00,Kyler Murray,2019.0,ARI,1,2023,4.0,True,2022.0,1.0,2048.463998938276
MurrKy00,Kyler Murray,2019.0,ARI,1,2024,5.0,True,2022.0,2.0,4423.0
NewtCa00,Cam Newton,2011.0,CAR,1,2011,0.0,True,2015.0,-4.0,4927.877762757386
NewtCa00,Cam Newton,2011.0,CAR,1,2012,1.0,True,2015.0,-3.0,4762.437858306812
NewtCa00,Cam Newton,2011.0,CAR,1,2013,2.0,True,2015.0,-2.0,4083.823476851485
NewtCa00,Cam Newton,2011.0,CAR,1,2014,3.0,True,2015.0,-1.0,3766.465337019326
NewtCa00,Cam Newton,2011.0,CAR,1,2015,4.0,True,2015.0,0.0,4583.021269733876
NewtCa00,Cam Newton,2011.0,CAR,1,2016,5.0,True,2015.0,1.0,3952.3386027395018
NewtCa00,Cam Newton,2011.0,CAR,1,2017,6.0,True,2015.0,2.0,4133.172730375209
NixxBo00,Bo Nix,2024.0,DEN,12,2024,0.0,False,,,4205.0
PalmCa00,Carson Palmer,2003.0,CIN,1,2004,1.0,True,2005.0,-1.0,3109.904965252896
PalmCa00,Carson Palmer,2003.0,CIN,1,2005,2.0,True,2005.0,0.0,4083.975529676711
PalmCa00,Carson Palmer,2003.0,CIN,1,2006,3.0,True,2005.0,1.0,4277.367313504653
PalmCa00,Carson Palmer,2003.0,CIN,1,2007,4.0,True,2005.0,2.0,4337.6935214568575
PalmCa00,Carson Palmer,2003.0,CIN,1,2008,5.0,True,2005.0,3.0,803.282341201903
PalmCa00,Carson Palmer,2003.0,CIN,1,2009,6.0,True,2005.0,4.0,3319.827834202189
PeniMi00,Michael Penix,2024.0,ATL,8,2024,0.0,False,,,786.0
PennCh01,Chad Pennington,2000.0,NYJ,18,2000,0.0,True,2004.0,-4.0,71.58247633208632
PennCh01,Chad Pennington,2000.0,NYJ,18,2001,1.0,True,2004.0,-3.0,109.73198834170935
PennCh01,Chad Pennington,2000.0,NYJ,18,2002,2.0,True,2004.0,-2.0,3366.556275501809
PennCh01,Chad Pennington,2000.0,NYJ,18,2003,3.0,True,2004.0,-1.0,2310.41719205671
PennCh01,Chad Pennington,2000.0,NYJ,18,2004,4.0,True,2004.0,0.0,2956.7336948854804
PennCh01,Chad Pennington,2000.0,NYJ,18,2005,5.0,True,2004.0,1.0,586.7357157673273
PennCh01,Chad Pennington,2000.0,NYJ,18,2006,6.0,True,2004.0,2.0,3635.552129675738
PickKe00,Kenny Pickett,2022.0,PIT,20,2022,0.0,False,,,2655.164580344562
PickKe00,Kenny Pickett,2022.0,PIT,20,2023,1.0,False,,,2129.6806332574142
PickKe00,Kenny Pickett,2022.0,PIT,20,2024,2.0,False,,,306.0
PondCh00,Christian Ponder,2011.0,MIN,12,2011,0.0,False,,,2146.4289939948085
PondCh00,Christian Ponder,2011.0,MIN,12,2012,1.0,False,,,3293.416896373561
PondCh00,Christian Ponder,2011.0,MIN,12,2013,2.0,False,,,1853.380028974728
PondCh00,Christian Ponder,2011.0,MIN,12,2014,3.0,False,,,244.52229956644837
QuinBr00,Brady Quinn,2007.0,CLE,22,2007,0.0,False,,,47.13745676540898
QuinBr00,Brady Quinn,2007.0,CLE,22,2008,1.0,False,,,563.0288451337135
QuinBr00,Brady Quinn,2007.0,CLE,22,2009,2.0,False,,,1496.8913077340903
QuinBr00,Brady Quinn,2007.0,CLE,22,2012,5.0,False,,,1246.9116041163388
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2002,0.0,False,,,1633.8793157847217
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2003,1.0,False,,,2360.2060999093765
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2004,2.0,False,,,1778.899443439496
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2005,3.0,False,,,297.05470708507414
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2006,4.0,False,,,0.0
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2007,5.0,False,,,280.72974251399125
RamsPa00,Patrick Ramsey,2002.0,WAS,32,2008,6.0,False,,,19.847027936067825
RichAn03,Anthony Richardson,2023.0,IND,4,2023,0.0,False,,,714.9069169079738
RichAn03,Anthony Richardson,2023.0,IND,4,2024,1.0,False,,,2313.0
RivePh00,Philip Rivers,2004.0,NYG,4,2004,0.0,False,,,29.57790048474221
RivePh00,Philip Rivers,2004.0,NYG,4,2005,1.0,False,,,120.0859454173704
RivePh00,Philip Rivers,2004.0,NYG,4,2006,2.0,False,,,3610.3417132896593
RivePh00,Philip Rivers,2004.0,NYG,4,2007,3.0,False,,,3336.2844399517244
RivePh00,Philip Rivers,2004.0,NYG,4,2008,4.0,False,,,4275.467649596085
RivePh00,Philip Rivers,2004.0,NYG,4,2009,5.0,False,,,4483.382177096399
